,N26151X
N06691U,0.028831297083093038
N06731X,0.04051327033291836
N06731Y,0.039016634796748016
N26151X,0.0
N29121G,0.07264208447390064
N29131B,0.05508232408618785
N29131C,0.04433620622569564
N29141A,0.04613654797021135
N29142H,0.057300167207924003
N29131F,0.020401977182113302
