,N29121G
N06691U,0.021808842040326466
N06731X,0.017993146476860858
N06731Y,0.02442639490096704
N26151X,0.008537388452285024
N29121G,0.0
N29131B,0.08000724551995701
N29131C,0.019189599727990024
N29141A,0.02343271022361729
N29142H,0.08548492816368737
N29131F,0.0
