geometry,point
"LINESTRING(-122.41469 37.803413,-122.41484 37.803515,-122.41488 37.803542,-122.4151 37.803737,-122.41529 37.803876,-122.41591 37.804312,-122.41598 37.804365,-122.4161 37.804445,-122.41622 37.804532,-122.41652 37.804748,-122.41685 37.804978,-122.41705 37.805117,-122.41716 37.805185,-122.41728 37.805171,-122.4174 37.805156,-122.41751 37.805141,-122.41755 37.805136,-122.41785 37.805098,-122.41846 37.805019,-122.41855 37.805008,-122.41866 37.804994,-122.4201 37.804814,-122.42018 37.804804,-122.42019 37.804801,-122.42021 37.804799,-122.4203 37.804786,-122.42175 37.804581,-122.42187 37.804566,-122.42194 37.804556,-122.42257 37.804477,-122.42265 37.804467,-122.42339 37.804373,-122.42348 37.804361,-122.42358 37.804348,-122.42495 37.804174,-122.42505 37.804161,-122.4252 37.804142,-122.42532 37.804127,-122.42546 37.80411,-122.42668 37.803956,-122.42678 37.803944,-122.42688 37.803931,-122.42842 37.803736,-122.42996 37.803541,-122.43007 37.803528,-122.43016 37.803516,-122.43134 37.803369,-122.43147 37.803352,-122.43153 37.803365,-122.43158 37.803387,-122.43161 37.803411,-122.43165 37.803444,-122.43169 37.803468,-122.43173 37.803502,-122.43179 37.803818,-122.43188 37.804249,-122.43191 37.804415,-122.432 37.804869,-122.43204 37.805071,-122.43206 37.805131,-122.43207 37.80516,-122.43209 37.805183,-122.43212 37.8052,-122.43215 37.805209,-122.43218 37.805211,-122.43221 37.805209,-122.43227 37.805201,-122.43274 37.805141,-122.43322 37.80508,-122.4336 37.805031,-122.43361 37.80503,-122.43364 37.805028,-122.43367 37.805026,-122.43371 37.805028,-122.43374 37.805032,-122.43371 37.805028,-122.43367 37.805026,-122.43364 37.805028,-122.43361 37.80503,-122.4336 37.805031,-122.43322 37.80508,-122.43274 37.805141,-122.43227 37.805201,-122.43221 37.805209,-122.43218 37.805211,-122.43215 37.805209,-122.43212 37.8052,-122.43209 37.805183,-122.43207 37.80516,-122.43206 37.805131,-122.43204 37.805071,-122.432 37.804869,-122.43191 37.804415,-122.43188 37.804249,-122.43191 37.804415,-122.432 37.804869,-122.43204 37.805071,-122.43206 37.805131,-122.43207 37.80516,-122.43209 37.805183,-122.43212 37.8052,-122.43215 37.805209,-122.43218 37.805211,-122.43221 37.805209,-122.43227 37.805201,-122.43274 37.805141,-122.43322 37.80508,-122.4336 37.805031,-122.43361 37.80503,-122.43364 37.805028,-122.43367 37.805026,-122.43371 37.805028,-122.43374 37.805032,-122.43379 37.805041,-122.43383 37.805054,-122.43388 37.805072,-122.43393 37.805097,-122.43388 37.805072,-122.43383 37.805054,-122.43379 37.805041,-122.43374 37.805032,-122.43373 37.804948,-122.43372 37.804901,-122.43367 37.804661,-122.43358 37.804207,-122.43354 37.804037,-122.43341 37.803382,-122.43334 37.803064,-122.43333 37.803065)","LINESTRING(-122.41469 37.803413,-122.41772 37.805114,-122.4197 37.804863,-122.42294 37.804429,-122.42544 37.804112,-122.4274 37.803864,-122.42969 37.803576,-122.43214 37.805205,-122.43209 37.805183,-122.43377 37.805039,-122.43333 37.803065)"
"LINESTRING(-122.41272 37.780646,-122.41297 37.780856,-122.41307 37.780938,-122.41315 37.781002,-122.41329 37.780984,-122.4136 37.780944,-122.41369 37.780933,-122.41371 37.781016,-122.41379 37.781423,-122.41388 37.78187,-122.41405 37.782678,-122.41407 37.782803,-122.41426 37.783734,-122.41445 37.784664,-122.41461 37.785485,-122.41463 37.785599,-122.4148 37.786431,-122.41482 37.786529,-122.4149 37.786904,-122.41492 37.787037,-122.41499 37.787364,-122.41499 37.787381,-122.41501 37.787459,-122.41503 37.787544,-122.41518 37.788299,-122.4152 37.788394,-122.41537 37.78922,-122.41537 37.789249,-122.41539 37.789326,-122.4154 37.789415,-122.41556 37.790164,-122.41557 37.790257,-122.41569 37.790811,-122.41574 37.791085,-122.41574 37.7911,-122.41575 37.791123,-122.41576 37.791192,-122.41577 37.791208,-122.41577 37.791224,-122.41579 37.791322,-122.4158 37.791349,-122.41583 37.791544,-122.4159 37.791873,-122.41594 37.792076,-122.41595 37.792139,-122.41612 37.792963,-122.41613 37.79302,-122.4163 37.79385,-122.41631 37.793906,-122.41631 37.793913,-122.41632 37.793961,-122.41647 37.794704,-122.41648 37.794731,-122.41649 37.794778,-122.41649 37.794785,-122.4165 37.794835,-122.41667 37.795674,-122.41672 37.795937,-122.41676 37.796114,-122.41684 37.796521,-122.41685 37.7966,-122.41688 37.796704,-122.41695 37.797073,-122.41705 37.797552,-122.41723 37.798483,-122.41733 37.798948,-122.41742 37.799413,-122.41752 37.799906,-122.41761 37.800347,-122.41667 37.800465,-122.41596 37.800554,-122.41488 37.800691,-122.41432 37.800762,-122.4134 37.800875)","LINESTRING(-122.41272 37.780646,-122.41415 37.783182,-122.41451 37.784978,-122.41551 37.789961,-122.41628 37.793761,-122.4169 37.79682,-122.41753 37.799964,-122.4134 37.800875)"
"LINESTRING(-122.41287 37.800942,-122.41278 37.800953,-122.41269 37.800964,-122.41267 37.800967,-122.41266 37.800969,-122.4126 37.800976,-122.41232 37.80101,-122.41155 37.801106,-122.41146 37.801118,-122.41137 37.801056,-122.41093 37.800755,-122.4105 37.800461,-122.41039 37.800387,-122.41029 37.800313,-122.41019 37.800247,-122.40928 37.799621,-122.40915 37.799543,-122.40908 37.799498,-122.409 37.799487,-122.4088 37.799329,-122.40873 37.799284,-122.40864 37.799217,-122.40799 37.79877,-122.40789 37.798696,-122.40781 37.79863,-122.40721 37.798229,-122.40707 37.798133,-122.40703 37.798077,-122.407 37.798046,-122.40687 37.797956,-122.40674 37.797861,-122.40664 37.797793,-122.40653 37.797719,-122.40646 37.797667,-122.40631 37.797566,-122.40627 37.797543,-122.40623 37.797527,-122.40618 37.797516,-122.40581 37.797254,-122.40567 37.797157,-122.40554 37.797072,-122.40528 37.796894,-122.40518 37.796823,-122.40504 37.796724,-122.40454 37.796384,-122.4045 37.796358,-122.40443 37.796308,-122.40436 37.796264,-122.40424 37.796183,-122.40418 37.796144,-122.4041 37.796084,-122.40375 37.795849,-122.40362 37.795757,-122.40348 37.79566,-122.40333 37.795535,-122.40331 37.795456,-122.40323 37.795065,-122.40316 37.794676,-122.40307 37.794227,-122.40298 37.793788,-122.4029 37.793415,-122.40281 37.792963,-122.40279 37.792877,-122.40279 37.792859,-122.40279 37.792851,-122.40277 37.792761,-122.40269 37.792381,-122.40262 37.792017,-122.4026 37.791909,-122.40273 37.791892,-122.40389 37.791744,-122.40412 37.791716,-122.40423 37.791703,-122.40454 37.79166,-122.4049 37.791615,-122.40546 37.791543,-122.40576 37.791505,-122.40609 37.791462,-122.40716 37.791326,-122.40727 37.791312,-122.40736 37.791301,-122.40746 37.791288,-122.40809 37.791208,-122.40891 37.791104,-122.40895 37.791098,-122.40898 37.791095,-122.409 37.791093,-122.40902 37.79109,-122.40904 37.791087,-122.40911 37.791079,-122.41015 37.790946,-122.41064 37.790884,-122.411 37.790838,-122.41229 37.790675,-122.41332 37.790543,-122.41393 37.790466,-122.41471 37.790366,-122.41557 37.790257,-122.41597 37.790206,-122.41722 37.790048,-122.41751 37.790011,-122.41772 37.789984,-122.41793 37.789958,-122.41842 37.789895,-122.41886 37.789838,-122.42051 37.78963,-122.42103 37.789564,-122.42174 37.789473)","LINESTRING(-122.41287 37.800942,-122.40967 37.79989,-122.40637 37.797604,-122.40471 37.796501,-122.40324 37.795073,-122.40292 37.793504,-122.40374 37.791762,-122.41234 37.790667,-122.42005 37.789688,-122.42174 37.789473)"
"LINESTRING(-122.42224 37.790026,-122.42229 37.790291,-122.4223 37.790338,-122.42231 37.790418,-122.42233 37.790491,-122.42247 37.791245,-122.42253 37.791306,-122.42265 37.791291,-122.42273 37.791279,-122.4233 37.791208,-122.42387 37.791138,-122.42406 37.791111,-122.42408 37.791108,-122.42418 37.791096,-122.42428 37.791082,-122.4248 37.791016,-122.42573 37.790898,-122.42582 37.790886,-122.42592 37.790875,-122.42611 37.79085,-122.42618 37.790842,-122.4272 37.790711,-122.42736 37.790691,-122.42737 37.790689,-122.42747 37.790677,-122.42752 37.79067,-122.42756 37.790666,-122.42759 37.790661,-122.429 37.790481,-122.42902 37.790479,-122.42911 37.790467,-122.4291 37.790396,-122.42909 37.790385,-122.42894 37.789645,-122.42892 37.789537,-122.42902 37.789525,-122.43047 37.78934,-122.43049 37.789338,-122.43057 37.789328,-122.43066 37.789316,-122.43212 37.789131,-122.43221 37.789119,-122.43231 37.789107,-122.43234 37.789104,-122.43247 37.789087,-122.43303 37.789017,-122.43376 37.788921,-122.43386 37.788909,-122.43395 37.788897,-122.43406 37.788884,-122.43409 37.78888,-122.43479 37.788791,-122.43482 37.788787,-122.43507 37.788755,-122.43541 37.788713,-122.4355 37.788701,-122.43548 37.788605,-122.43543 37.788374,-122.43542 37.788295,-122.43539 37.788154,-122.43533 37.787838,-122.43531 37.787747,-122.43529 37.787664,-122.43524 37.78742,-122.43521 37.787273,-122.43514 37.786905,-122.43512 37.786816,-122.43503 37.786827,-122.43415 37.78694,-122.43389 37.786972,-122.43357 37.787013,-122.43348 37.787025,-122.43338 37.787037,-122.4324 37.787162,-122.43196 37.787218,-122.43192 37.787223,-122.43183 37.787234,-122.43174 37.787245,-122.43172 37.787247,-122.43166 37.787255,-122.43028 37.787432,-122.43019 37.787444,-122.43009 37.787455,-122.42864 37.787639,-122.42854 37.787652,-122.42846 37.787663,-122.42723 37.787819,-122.42698 37.787852,-122.4269 37.787861,-122.42681 37.787873,-122.42574 37.788009,-122.42536 37.788057,-122.42525 37.788071,-122.42515 37.788083,-122.42371 37.788266,-122.42361 37.788279,-122.42363 37.788361,-122.4237 37.788744,-122.42378 37.789133,-122.4238 37.789212,-122.42381 37.789294,-122.42395 37.789964,-122.42397 37.790069,-122.42399 37.790165,-122.42401 37.790269,-122.42408 37.790621,-122.42417 37.791008,-122.42418 37.791096,-122.42421 37.7912,-122.42434 37.791894,-122.42436 37.791974,-122.42437 37.792047,-122.42452 37.792778,-122.42453 37.792853,-122.42455 37.792928,-122.4247 37.793661,-122.42471 37.793733,-122.42473 37.793809,-122.42488 37.794542,-122.42489 37.794609,-122.4249 37.794685,-122.42506 37.795436,-122.42508 37.795535,-122.42498 37.795548,-122.4244 37.795621,-122.42363 37.79572,-122.42355 37.79573,-122.42344 37.795745,-122.42339 37.795751,-122.42332 37.795758,-122.42325 37.795768,-122.42269 37.795839,-122.42221 37.795901,-122.42189 37.795941,-122.42179 37.795954,-122.42168 37.795928,-122.42098 37.79601,-122.4203 37.79605,-122.42023 37.796055,-122.42021 37.796056,-122.42012 37.796063,-122.42003 37.796073,-122.41949 37.796131,-122.41784 37.796332,-122.41127 37.797187,-122.41109 37.797215,-122.41093 37.797246,-122.41071 37.79729,-122.41056 37.797319,-122.41039 37.797359,-122.41027 37.79741,-122.41016 37.797425,-122.40972 37.797489,-122.40905 37.797575,-122.40882 37.797604)","LINESTRING(-122.42224 37.790026,-122.42244 37.791058,-122.42416 37.791099,-122.42901 37.789952,-122.4331 37.789007,-122.43519 37.788741,-122.43431 37.786919,-122.43133 37.787297,-122.42525 37.788071,-122.4237 37.788728,-122.42433 37.791816,-122.42376 37.795703,-122.41871 37.796226,-122.40882 37.797604)"
"LINESTRING(-122.40786 37.797722,-122.40775 37.797736,-122.40735 37.797785,-122.40712 37.797814,-122.40703 37.797824,-122.40697 37.797832,-122.40684 37.797849,-122.40674 37.797861,-122.40664 37.797793,-122.40653 37.797719,-122.40646 37.797667,-122.40631 37.797566,-122.40627 37.797543,-122.40623 37.797527,-122.40618 37.797516,-122.40581 37.797254,-122.40567 37.797157,-122.40554 37.797072,-122.40528 37.796894,-122.40518 37.796823,-122.40504 37.796724,-122.40454 37.796384,-122.4045 37.796358,-122.40443 37.796308,-122.40436 37.796264,-122.40424 37.796183,-122.40418 37.796144,-122.4041 37.796084,-122.40375 37.795849,-122.40362 37.795757,-122.40348 37.79566,-122.40333 37.795535,-122.40331 37.795456,-122.40323 37.795065,-122.40316 37.794676,-122.40307 37.794699,-122.40288 37.794724,-122.40238 37.794788,-122.40234 37.794794,-122.40231 37.794796,-122.40225 37.794799,-122.40221 37.794801,-122.40163 37.794855,-122.40152 37.794856,-122.40141 37.794857,-122.40122 37.794881,-122.40095 37.794913,-122.40045 37.794974,-122.40033 37.794998,-122.40032 37.794913,-122.40031 37.794876,-122.40025 37.794579,-122.40018 37.794248,-122.40018 37.794209,-122.40016 37.794144,-122.40015 37.794088,-122.40007 37.793697,-122.4 37.793315,-122.39998 37.793234,-122.39998 37.793216,-122.39997 37.793207,-122.39996 37.793125,-122.39989 37.792774,-122.39987 37.792671,-122.39983 37.792483,-122.3998 37.792354,-122.39978 37.792261,-122.39977 37.792192,-122.39973 37.791972,-122.39971 37.791885,-122.39969 37.791803,-122.39967 37.79168,-122.39961 37.791408,-122.39961 37.791332,-122.39952 37.791315,-122.39945 37.791282,-122.39927 37.791138,-122.39918 37.791063,-122.39916 37.79105,-122.39915 37.791039,-122.39904 37.790955,-122.39866 37.790646,-122.39859 37.790594,-122.39846 37.790485,-122.39842 37.790453,-122.39815 37.790239,-122.39783 37.789984,-122.39767 37.789854,-122.39758 37.789782,-122.3975 37.789719,-122.39747 37.789693,-122.39727 37.789535,-122.39718 37.78946,-122.39711 37.789413,-122.39704 37.789352,-122.39701 37.789324,-122.397 37.789317,-122.39662 37.789014,-122.39661 37.789004,-122.39658 37.788984,-122.39629 37.788751,-122.39614 37.788625,-122.39603 37.788542,-122.39613 37.788461,-122.39636 37.788279,-122.39648 37.788179,-122.39672 37.78799,-122.39749 37.78738,-122.39772 37.787193,-122.39794 37.787027,-122.39817 37.786841,-122.39826 37.786773,-122.39817 37.786706,-122.39809 37.786637,-122.39801 37.786578,-122.39773 37.786348,-122.39724 37.785959,-122.39682 37.785624,-122.39672 37.785544,-122.39664 37.785481,-122.39592 37.784905,-122.39579 37.784801,-122.39547 37.784543,-122.39529 37.784399,-122.39518 37.784313,-122.3951 37.784252,-122.3949 37.784095,-122.39485 37.784057,-122.39472 37.783956,-122.39424 37.783576,-122.39417 37.783522,-122.39408 37.783454,-122.39371 37.783166,-122.39362 37.783092,-122.39354 37.783027,-122.3933 37.782834,-122.39309 37.782666,-122.39295 37.782551,-122.39286 37.782485,-122.39262 37.782285,-122.3922 37.781949,-122.39218 37.781937,-122.39208 37.781858,-122.39219 37.781775,-122.39262 37.781432,-122.3932 37.780977,-122.39395 37.780382,-122.39422 37.780168,-122.39432 37.780094,-122.39442 37.780015,-122.39485 37.779674,-122.39497 37.779581,-122.39532 37.779296,-122.39538 37.77925,-122.39596 37.778797,-122.39607 37.778705,-122.39621 37.778594,-122.39645 37.778407,-122.39648 37.778384,-122.39652 37.778354,-122.39657 37.778316,-122.39661 37.778287,-122.39664 37.778258,-122.39695 37.778016,-122.39817 37.777052,-122.39853 37.776768,-122.39877 37.776574,-122.39893 37.776447,-122.39895 37.776428,-122.39905 37.776351,-122.39947 37.776024,-122.39963 37.7759,-122.39973 37.77582,-122.39983 37.775734,-122.40046 37.775251,-122.40088 37.774909,-122.401 37.774814,-122.40128 37.774588,-122.40139 37.7745,-122.40155 37.774378,-122.40206 37.773974,-122.40211 37.773934,-122.40228 37.773803,-122.40251 37.773615,-122.40268 37.773482,-122.40271 37.773457,-122.403 37.773233,-122.40313 37.773124,-122.40322 37.773056,-122.40314 37.77299,-122.40286 37.772773,-122.40251 37.772489,-122.4022 37.772245,-122.40195 37.772043,-122.40177 37.771903,-122.40168 37.771833,-122.40162 37.771782,-122.40156 37.771737,-122.40138 37.771591,-122.40091 37.771217,-122.40082 37.771138,-122.40075 37.771085,-122.40016 37.770606,-122.40002 37.77049,-122.39957 37.770124,-122.39948 37.770056,-122.39934 37.769938,-122.39918 37.769813,-122.39897 37.769638,-122.39879 37.769501,-122.39865 37.769383,-122.39849 37.76926,-122.39844 37.769222,-122.39822 37.769045,-122.39785 37.768752,-122.39782 37.768725,-122.39746 37.768431,-122.39672 37.767838)","LINESTRING(-122.40786 37.797722,-122.40545 37.797008,-122.40325 37.795164,-122.4003 37.794834,-122.39992 37.792911,-122.39639 37.788829,-122.39823 37.786797,-122.39403 37.783411,-122.39416 37.780217,-122.40042 37.775284,-122.39672 37.767838)"
"LINESTRING(-122.4222 37.772714,-122.42213 37.772773,-122.42196 37.772903,-122.42192 37.772961,-122.42188 37.773019,-122.42187 37.773034,-122.4218 37.77309,-122.42172 37.773158,-122.42143 37.773387,-122.42142 37.773443,-122.42136 37.773498,-122.42073 37.774008,-122.42071 37.774029,-122.42071 37.774041,-122.42071 37.774057,-122.42072 37.774083,-122.42073 37.774128,-122.42076 37.77421,-122.42079 37.774302,-122.4208 37.774383,-122.42088 37.774772,-122.4209 37.774884,-122.42096 37.775157,-122.42097 37.775234,-122.42099 37.775305,-122.42101 37.775404,-122.42104 37.775556,-122.42107 37.775696,-122.42115 37.776079,-122.42117 37.776167,-122.42118 37.776254,-122.42126 37.77663,-122.42127 37.776686,-122.42135 37.777093,-122.42145 37.777563,-122.42146 37.777618,-122.42148 37.777729,-122.42152 37.777948,-122.42154 37.778029,-122.42155 37.778111,-122.42169 37.778786,-122.42171 37.778888,-122.42172 37.778959,-122.42174 37.77904,-122.42174 37.779054,-122.42176 37.779136,-122.42182 37.77943,-122.4219 37.779817,-122.42191 37.779892,-122.42193 37.77997,-122.42197 37.7802,-122.42201 37.780359,-122.42209 37.780741,-122.4221 37.780823,-122.4222 37.781285,-122.42228 37.781675,-122.42229 37.781756,-122.42231 37.781838,-122.42233 37.781963,-122.42238 37.782217,-122.42248 37.782688,-122.42257 37.783156,-122.42267 37.783617,-122.42276 37.784088,-122.42284 37.784479,-122.42286 37.784551,-122.42287 37.784634,-122.42295 37.78502,-122.42303 37.785401,-122.42305 37.785486,-122.42306 37.785567,-122.42322 37.786336,-122.42323 37.786414,-122.42313 37.786427,-122.4224 37.786521,-122.42218 37.786549,-122.42179 37.786599,-122.42169 37.786612,-122.42163 37.786619,-122.42156 37.786629,-122.4215 37.786636,-122.42141 37.786647,-122.42107 37.78669,-122.42065 37.786746,-122.42043 37.786771,-122.41994 37.786833,-122.41951 37.786887,-122.4183 37.787042,-122.41799 37.78708,-122.41771 37.787116,-122.41699 37.787207,-122.41666 37.78725,-122.4164 37.787282,-122.41511 37.787447,-122.41501 37.787459,-122.41491 37.787471,-122.41476 37.78749,-122.41375 37.787618,-122.41337 37.787667,-122.41304 37.787708,-122.41272 37.787749,-122.41254 37.787772,-122.41233 37.787798,-122.41194 37.787848,-122.41183 37.787863,-122.41172 37.787876,-122.41163 37.787887,-122.41145 37.787911,-122.41114 37.78795,-122.4104 37.788043,-122.41008 37.788084,-122.41004 37.787879)","LINESTRING(-122.4222 37.772714,-122.42113 37.775987,-122.42213 37.780942,-122.42315 37.786425,-122.42098 37.786702,-122.4153 37.787422,-122.41004 37.787879)"
"LINESTRING(-122.40994 37.787431,-122.40994 37.787427,-122.40989 37.787156,-122.40979 37.78667,-122.40976 37.78651,-122.4097 37.786221,-122.40951 37.78529,-122.41106 37.785094,-122.41116 37.785081,-122.41126 37.785069,-122.41146 37.785043,-122.41178 37.785003,-122.4119 37.784988,-122.41199 37.784976,-122.4128 37.784873,-122.41332 37.784807,-122.41429 37.784684,-122.41445 37.784664,-122.41478 37.784622,-122.41504 37.784588,-122.41543 37.784539,-122.41569 37.784506,-122.41609 37.784455,-122.41687 37.784356,-122.41774 37.784246,-122.41872 37.78412,-122.41938 37.784036,-122.41941 37.784191,-122.41948 37.784505,-122.41957 37.784973,-122.41837 37.785125,-122.41792 37.785182,-122.41802 37.785647,-122.41811 37.786111,-122.41842 37.786072,-122.41929 37.785961,-122.41976 37.785903,-122.42122 37.785718,-122.42129 37.785708,-122.42139 37.785696,-122.42138 37.785619,-122.42137 37.785573,-122.42123 37.7849,-122.42122 37.784842,-122.42121 37.784764,-122.42122 37.784683,-122.42119 37.784526,-122.42112 37.784141,-122.42107 37.783908,-122.42105 37.783824,-122.42104 37.783753,-122.42097 37.783437,-122.42091 37.783283,-122.42086 37.783033,-122.42085 37.782981,-122.42084 37.782897,-122.42082 37.78282,-122.42081 37.78276,-122.42078 37.782554,-122.42079 37.782432,-122.42074 37.782199,-122.42071 37.782043,-122.42069 37.781958,-122.42069 37.781943)","LINESTRING(-122.40994 37.787431,-122.4104 37.785177,-122.41407 37.784712,-122.41882 37.785068,-122.42121 37.78462,-122.42069 37.781943)"
"LINESTRING(-122.42036 37.780078,-122.42038 37.780078,-122.42047 37.780073,-122.42065 37.780049,-122.42172 37.779916,-122.42181 37.779905,-122.42191 37.779892,-122.42193 37.77997,-122.42197 37.7802,-122.42201 37.780359,-122.42209 37.780741,-122.4221 37.780823,-122.4222 37.781285,-122.42228 37.781675,-122.42229 37.781756,-122.42231 37.781838,-122.42233 37.781963,-122.42238 37.782217,-122.42248 37.782688,-122.42257 37.783156,-122.42267 37.783617,-122.42276 37.784088,-122.42284 37.784479,-122.42286 37.784551,-122.42275 37.784564,-122.42158 37.784717,-122.42152 37.784725,-122.42141 37.784739,-122.42133 37.784749,-122.42121 37.784764,-122.42122 37.784842,-122.42123 37.7849,-122.42137 37.785573,-122.42138 37.785619,-122.42139 37.785696,-122.42138 37.785782,-122.42147 37.7862,-122.42154 37.786551,-122.42156 37.786629,-122.4215 37.786636,-122.42152 37.786726,-122.42159 37.7871,-122.42165 37.787366,-122.42168 37.787496,-122.42167 37.787573,-122.42168 37.787658,-122.42169 37.787733,-122.42176 37.788038,-122.42183 37.788425,-122.42185 37.788505,-122.42179 37.788512,-122.42043 37.788684,-122.42032 37.788697,-122.42023 37.788709,-122.41982 37.788761,-122.41878 37.788893,-122.41868 37.788907,-122.41858 37.788919,-122.41714 37.789101,-122.41703 37.789115,-122.41694 37.789128,-122.41665 37.789165,-122.41576 37.789278,-122.41549 37.789313,-122.41539 37.789326,-122.4153 37.789337,-122.41502 37.789373,-122.41385 37.789523,-122.41374 37.789536,-122.41366 37.789546,-122.41219 37.789732,-122.4121 37.789744,-122.41212 37.789823,-122.41218 37.790121,-122.41229 37.790675,-122.41232 37.79082,-122.41246 37.791539,-122.41248 37.791618,-122.41248 37.791631,-122.41248 37.791645,-122.4125 37.791741,-122.41258 37.792113,-122.41265 37.792498,-122.41267 37.792557,-122.41276 37.792544,-122.4142 37.792363,-122.41431 37.792348,-122.4144 37.792789,-122.41449 37.79323,-122.41461 37.79385)","LINESTRING(-122.42036 37.780078,-122.42164 37.779926,-122.42265 37.784578,-122.4211 37.788598,-122.41374 37.789536,-122.41233 37.79089,-122.41461 37.79385)"
