,M_0038_0191,M_0191_0038,M_0039_0038,M_0037_0038,M_0038_0037,M_0108_0478_0479,M_0032_0323,M_0323_0032,M_0015_0159,M_0821_0159,M_0821_0190,M_0011_0308,M_0308_0011,M_0852_0191,M_0191_0852,M_0037_0779_0039_U
0,0.027692550649473062,0.010362955284379496,0.01307472223427795,0.0018948169334431603,0.005622610609577467,0.005740339943531882,0.0043909351537275215,0.0016123787068766718,0.004991222469151029,0.0023337942294879084,0.011305962317134401,0.010579777540461058,0.0,0.00967526023751225,0.008076437014702665,0.011568494382404284
1,0.018516772316702693,0.005456002877369413,0.008198648419377093,0.0017187210585272567,0.004092081509015032,0.004141701621586948,0.0027427732527338542,0.0007493142368750907,0.004254786585555376,0.0012154402034848153,0.006736601924303724,0.00798515318519422,0.0,0.008098035720284797,0.007100847574942389,0.008733165213537454
2,0.010563135908480552,0.004061634964641004,0.0052180164075927475,0.0019186774468359705,0.0029174621112218442,0.0023881775323189246,0.0016758120184607948,0.0,0.0032576178683623434,0.0,0.0034907623390095397,0.004763499493512521,0.0,0.006098755947971469,0.005051714690282009,0.005842951704451523
3,0.008291949359784521,0.0029767466220090234,0.0036447905062911554,0.0017000834463697875,0.0029944106249291057,0.0018102765787604853,0.0014355807212798265,0.001119226349129699,0.004237099041632418,0.0,0.0028305763293218138,0.0033123452566500757,0.0,0.005188517808341063,0.004410328897291432,0.003926942381186654
4,0.005585571150560915,0.0026800235380119645,0.0029425628199974694,0.0017002577173708749,0.0029308194400923067,0.0014918043935421763,0.0015350195104775507,0.0012878049561622163,0.00392483978061542,0.0,0.002564290187190752,0.0030855879872492167,0.0,0.005118752800461425,0.0049943986947558975,0.0029471236940364545
5,0.0037970904502874396,0.002216553926576082,0.0023165455122578656,0.001754764885591453,0.002627995752883908,0.0,0.0015295982595558638,0.0,0.005105950483308535,0.0,0.002670762521881721,0.0023911889097541564,0.0,0.004752620038673069,0.005143248763822358,0.002734965114389398
6,0.002777036684358855,0.0019400281656000787,0.0018097661112125322,0.0019279872116373814,0.00210625986822352,0.0022151120490957006,0.0,0.0,0.004738930183226506,0.0024252746246674448,0.002197534071118712,0.002158128306436144,0.0,0.005550722773503246,0.004813684140587548,0.002542405146705551
7,0.0018436346087265566,0.0018680296723073595,0.0,0.0018829040374884274,0.0021401648460157513,0.0022869065342861878,0.0,0.0020553995009719938,0.005148684224732994,0.003255772183956176,0.0023414287643294166,0.0020476529906385257,0.0,0.005753016200059518,0.004996682707857344,0.002355222699113121
8,0.0,0.0019989684721106607,0.002404144531276229,0.0,0.0021741209592863516,0.002948010811263987,0.0,0.0022294533924507847,0.005627658905554594,0.003327630087897911,0.0023630389984271834,0.0,0.0,0.0058000928244109,0.004926514088734794,0.0020236238335912603
9,0.0,0.0,0.0023256831323905,0.0,0.0,0.003222066704497474,0.0,0.0029134645603533286,0.006573290463997077,0.003326062919235306,0.002274047786854302,0.0,0.0,0.005629562325355735,0.004846110629570057,0.0
10,0.0,0.0,0.0022296766133375295,0.0,0.0,0.0034475040997450513,0.0,0.0041369549404980735,0.006716968998407204,0.0033433049206096285,0.0,0.0,0.0,0.005697049545564273,0.005076604893653964,0.0
11,0.0,0.0,0.002643141352375606,0.005438718255212457,0.0,0.00527997509891552,0.0,0.004711883124869556,0.0065155507100145395,0.003776604822468936,0.0,0.0039886125785060095,0.0,0.005764499706633299,0.005586447930228232,0.0
