t,x,y,evt_pred
1169508078231855,447.09814071655273,476.6385817527771,0
1169508078261185,452.90544509887695,447.03150033950806,2
1169508078289981,446.3255500793457,431.09097123146057,2
1169508078318821,428.8911628723145,468.4360110759735,2
1169508078348248,427.74280548095703,489.63626623153687,2
1169508078377741,444.1049957275391,470.0517737865448,2
1169508078407420,428.5433197021485,429.9810838699341,2
1169508078436973,385.2481460571289,564.7281301021576,2
1169508078466891,361.07702255249023,524.9127435684204,2
1169508078496956,364.7349548339844,553.2968020439148,2
1169508078526780,368.6134719848633,534.1818785667421,2
1169508078556175,375.82347869873047,517.0050013065338,2
1169508078585699,367.2584915161133,533.1910812854767,2
1169508078615189,370.2145004272461,508.656690120697,2
1169508078643737,347.63216018676763,538.9518225193024,2
1169508078672674,358.93543243408203,527.4351036548616,2
1169508078702124,386.5421295166016,429.3889808654785,2
1169508078731453,368.39534759521484,424.579029083252,2
1169508078760526,360.22106170654297,445.9916830062866,2
1169508078789945,372.031478881836,442.4242913722992,2
1169508078818865,360.2714729309082,434.9620747566223,2
1169508078847938,486.69160842895513,307.9806673526764,2
1169508078877114,502.40869522094727,276.8392550945282,2
1169508078906206,495.6032943725586,280.456600189209,2
1169508078934685,498.86926651000977,295.1007533073425,2
1169508078962949,488.6270904541016,260.7732629776001,2
1169508078991099,496.12966537475586,296.0208690166473,2
1169508079019314,489.3123626708984,300.8813214302063,2
1169508079047490,482.3215675354004,300.93327045440674,2
1169508079077151,489.1903114318848,257.8851354122162,2
1169508079105463,494.0742492675781,256.60688042640686,2
1169508079133808,488.8038444519043,276.2977492809296,2
1169508079162139,484.8486518859863,309.9211597442627,2
1169508079190691,515.7860374450684,221.47862195968628,2
1169508079219327,536.181526184082,227.75238394737244,2
1169508079248102,525.2860641479492,221.4820337295532,2
1169508079276549,519.8812484741211,235.65780878067017,2
1169508079305068,523.0690002441406,238.38046550750732,2
1169508079334815,523.6671829223633,258.50385665893555,2
1169508079363407,521.4550399780273,231.8906033039093,2
1169508079392102,694.3355560302734,315.6487810611725,2
1169508079422256,686.5020751953125,343.1327116489411,2
1169508079450964,676.513786315918,323.62562775611883,2
1169508079479188,680.0303268432617,318.8668847084045,2
1169508079507321,693.1225967407228,281.7532658576965,2
1169508079535664,685.6101226806642,303.36145281791687,2
1169508079563926,677.5028991699219,296.8439424037933,2
1169508079592099,742.8668594360353,380.5248403549194,2
1169508079620229,721.5933227539062,452.92967796325684,2
1169508079648337,730.5319595336914,456.9041967391968,2
1169508079676455,750.9186935424805,461.0139310359955,2
1169508079704642,744.5625305175781,481.4342105388642,2
1169508079733265,747.4185180664062,470.4002249240875,2
1169508079762206,740.3943634033203,488.7794291973114,2
1169508079790263,728.3880233764647,447.20504999160767,2
1169508079818302,725.8357620239258,500.07097125053406,2
1169508079846430,735.869255065918,433.2035970687866,2
1169508079874618,726.2977600097656,522.1032798290254,2
1169508079902791,716.4605331420897,533.5168409347533,2
1169508079930953,723.4746170043945,518.5992956161499,2
1169508079959872,738.8202285766603,485.63664197921753,2
1169508079988696,750.2708435058594,517.6047646999359,2
1169508080017470,728.1624603271484,521.9280242919922,2
1169508080046638,746.5842437744141,542.1506142616272,2
1169508080075451,739.4859313964844,515.9417843818666,2
1169508080104949,743.3080291748047,559.9399042129517,2
1169508080134462,748.8311767578125,519.7988867759706,2
1169508080164098,741.6796493530272,491.48657202720636,2
1169508080192864,754.0138626098633,461.80336952209467,2
1169508080221330,745.5072402954103,496.965616941452,2
1169508080250137,760.8142852783203,478.9219570159912,2
1169508080279909,789.0494918823242,443.2563447952271,2
1169508080309459,752.901725769043,448.6464262008667,2
1169508080338106,768.3860397338867,464.1113674640656,2
1169508080366632,775.1720428466797,441.2623584270477,2
1169508080395101,771.281852722168,461.4690482616425,2
1169508080423358,773.8496780395508,475.14731645584106,2
1169508080451838,763.1703948974609,453.2315230369568,2
1169508080480164,778.8319778442383,448.8403499126434,2
1169508080508803,753.9402770996094,437.51420736312866,2
1169508080537292,773.7689971923828,451.975154876709,2
1169508080565999,756.2974166870117,441.84589982032776,2
1169508080594808,762.7346038818359,477.102518081665,2
1169508080623093,778.3078384399414,434.1663920879364,2
1169508080651496,766.3882446289062,457.6050579547882,2
1169508080680149,774.6572875976562,463.26685786247253,2
1169508080708880,752.9717636108397,439.6221339702606,2
1169508080737674,760.3400421142578,479.5619213581085,2
1169508080766149,755.4681777954103,447.0969676971436,2
1169508080794936,745.7015609741211,458.4636008739472,2
1169508080823453,723.5083770751953,442.1083164215088,2
1169508080853104,744.0022277832031,459.8742711544037,2
1169508080881896,763.214111328125,447.27325320243835,2
1169508080911271,753.4888076782228,416.38791680336,2
1169508081132977,717.3687362670897,419.5986497402191,2
1169508081205853,816.2404251098633,103.83841514587402,2
1169508081230921,430.522518157959,313.405864238739,2
1169508081261664,462.3801803588867,318.71998548507685,2
1169508081297127,413.14970016479487,440.5558967590332,2
1169508081327431,411.0272216796875,487.3246955871582,2
1169508081359329,415.55021286010737,480.2944540977478,2
1169508081389768,416.9404411315918,376.1880302429199,2
1169508081421968,389.9441146850586,347.8901672363281,2
1169508081452939,417.4514198303223,310.7431387901306,2
1169508081483574,415.54534912109375,415.2884256839752,2
1169508081519388,408.14313888549805,372.17640042304987,2
1169508081550635,394.2545318603516,420.1680612564087,2
1169508081581091,409.07073974609375,396.2833869457245,2
1169508081611294,191.18633270263672,344.8969829082489,2
1169508081641258,211.97206497192383,341.1435210704804,2
1169508081671063,246.7856216430664,441.45750522613525,2
1169508081701290,225.42076110839844,378.5922014713288,2
1169508081731517,219.05858993530273,412.29952216148376,2
1169508081761453,251.85924530029297,356.21906995773315,2
1169508081791869,202.39673614501962,501.80736899375916,2
1169508081821944,198.01204681396484,494.49864983558655,2
1169508081851951,208.13514709472656,470.2092623710632,2
1169508081881387,199.38631057739258,444.32764053344727,2
1169508081910996,196.4939308166504,453.11294794082636,2
1169508081940470,123.25494766235352,454.26326155662537,2
1169508081969913,96.91591262817384,467.17687487602234,2
1169508081998741,106.95323944091795,442.706470489502,2
1169508082027488,113.45697402954102,478.6224937438965,2
1169508082057126,114.16633605957031,474.4524741172791,2
1169508082085874,105.1909065246582,463.1861662864685,2
1169508082114815,107.08518981933594,473.5627102851868,2
1169508082143631,79.02811050415039,442.7544927597046,2
1169508082172173,106.80841445922852,443.7535619735718,2
1169508082200462,86.94793701171875,469.1012740135193,2
1169508082229251,120.45160293579102,444.89656925201416,2
1169508082257816,108.9900016784668,443.2618808746338,2
1169508082286094,73.7356185913086,486.3131701946258,2
1169508082314322,103.38279724121094,478.20831775665283,2
1169508082343134,106.6704559326172,438.24056029319763,2
