t,x,y,evt_pred
1169511579969441,1193.520965576172,140.30277729034424,0
1169511580001933,580.479621887207,201.91171288490293,2
1169511580034585,240.85336685180664,208.84864568710327,2
1169511580067331,252.1382713317871,213.4288823604584,2
1169511580097867,229.24688339233398,217.95694470405581,2
1169511580130263,222.33922958374023,219.51895594596863,2
1169511580162298,230.42957305908203,189.94827747344968,2
1169511580194578,218.65514755249023,231.62536382675168,2
1169511580226965,235.78317642211914,196.40833497047424,2
1169511580259580,243.08221817016602,280.29300570487976,2
1169511580291954,234.75658416748047,236.78431391716003,2
1169511580324606,231.1459732055664,280.69816946983343,2
1169511580357076,369.091796875,216.32370471954343,2
1169511580389692,390.2943801879883,220.8008801937104,2
1169511580421985,401.8717384338379,230.7400095462799,2
1169511580454427,386.77400588989263,210.7768428325653,2
1169511580486471,381.74856185913086,212.45340585708615,2
1169511580518292,384.7044563293457,212.03408002853402,2
1169511580550106,362.93962478637695,171.7442965507507,2
1169511580582149,361.1515998840332,163.48620414733887,2
1169511580613457,366.9703483581543,175.05895972251892,2
1169511580645294,359.9500274658203,143.2551169395447,2
1169511580677381,373.24554443359375,178.325697183609,2
1169511580709110,385.4811668395996,150.8506178855896,2
1169511580741177,367.17130661010737,174.29681539535522,2
1169511580773228,374.1195869445801,186.4033842086792,2
1169511580804803,360.50363540649414,182.29809165000918,2
1169511580836978,357.0136451721192,155.5797815322876,2
1169511580869171,379.94497299194336,165.51366448402402,2
1169511580901142,373.60872268676763,161.44912004470825,2
1169511580933285,392.9955863952637,135.28393507003784,2
1169511580965375,369.1313934326172,153.81805300712583,2
1169511581174569,425.00179290771484,-117.6737916469574,2
1169511581263989,350.0967788696289,-11.404595375061035,2
1169511581286272,339.8388671875,129.3415009975433,2
1169511581325444,352.35864639282227,128.0739963054657,2
1169511581357973,354.86278533935547,119.5110011100769,2
1169511581390507,366.5559577941895,118.20747971534729,2
1169511581424301,363.41381072998047,111.10346674919128,2
1169511581459153,372.6245307922363,102.83018231391908,2
1169511581492172,391.5140914916992,117.02826261520386,2
1169511581524884,386.21267318725586,132.20040321350098,2
1169511581557414,401.3615036010742,145.0805747509003,2
1169511581589745,392.5263214111328,125.2418088912964,2
1169511581622204,411.8635749816895,10.976196527481079,2
1169511581654746,368.6542320251465,139.66786623001101,2
1169511581687522,366.9439125061035,137.53071427345276,2
1169511581720128,381.13109588623047,154.56915736198425,2
1169511581752116,370.23454666137695,146.5204381942749,2
1169511581784173,381.3838958740234,127.28983640670776,2
1169511581816336,380.3182220458984,116.47954702377321,2
1169511581848483,364.04958724975586,153.17113637924194,2
1169511581881602,378.1478500366211,140.57282209396362,2
1169511581913696,387.23731994628906,172.58201479911804,2
1169511581945553,372.9227638244629,60.64760684967041,2
1169511581977337,381.11827850341797,160.92325687408447,2
1169511582009365,365.3352165222168,138.3499896526337,2
1169511582042198,373.2505798339844,145.7833993434906,2
1169511582074251,380.5967140197754,123.6219584941864,2
1169511582106478,371.81434631347656,148.59759449958798,2
1169511582138565,365.4896545410156,151.78920865058902,2
1169511582170661,385.761947631836,131.18308424949646,2
1169511582202923,370.92525482177734,133.50489020347595,2
