t,x,y,evt_pred
1167614919527147,1124.6163940429688,502.4378299713135,0
1167614919557439,1119.7517395019534,491.1766719818115,2
1167614919587057,1125.6525421142578,518.5394203662871,2
1167614919617164,1121.3544845581057,499.99252438545227,2
1167614919647147,1104.5189666748047,500.6402778625488,2
1167614919677144,1110.4777908325198,501.07209205627436,2
1167614919706875,1112.900505065918,481.6620182991028,2
1167614919736740,1121.945571899414,487.2351765632629,2
1167614919766923,1125.6216430664062,502.7652633190155,2
1167614919796586,1112.695198059082,487.5902259349823,2
1167614919828711,1118.1595230102541,468.70192766189575,2
1167614919859413,1125.7525634765623,498.749577999115,2
1167614919889469,1129.3684387207034,523.9564740657806,2
1167614919919818,1118.5343170166016,500.337370634079,2
1167614919950173,1112.2796630859377,525.4660212993622,2
1167614919980152,1117.9190826416016,485.0732731819153,2
1167614920009887,1112.7696990966797,499.8583388328552,2
1167614920040704,1122.4996948242188,477.84942984580994,2
1167614920071131,1120.3615951538086,475.12606501579285,2
1167614920100289,1130.822639465332,484.061039686203,2
1167614920129861,1128.3175277709959,483.7504076957703,2
1167614920159649,1131.7818832397459,500.4805040359497,2
1167614920189199,1148.7796783447266,514.2184138298035,2
1167614920218973,1133.9944839477541,487.3188614845276,2
1167614920247107,1135.4124069213867,480.4238998889923,2
1167614920276471,1143.4318542480466,486.8584334850311,2
1167614920305554,1132.6697158813474,487.4159359931946,2
1167614920335223,1142.164192199707,502.82413244247437,2
1167614920364314,1133.5378646850584,488.5529243946075,2
1167614920393183,1135.0910568237305,480.6788170337677,2
1167614920422058,1143.1466674804688,469.7716784477234,2
1167614920451415,1160.6668853759766,509.8046135902405,2
1167614920480438,1144.3939590454104,508.27250361442566,2
1167614920649891,676.9730758666992,656.9914555549623,2
1167614920720647,698.763313293457,604.2633247375487,2
1167614920745757,667.8227806091309,584.6298766136171,2
1167614920773484,688.4152221679688,596.7060613632202,2
1167614920803280,684.7204399108888,591.4023041725159,2
1167614920833957,697.1792793273926,579.6510100364685,2
1167614920863660,691.1257553100586,597.6910328865051,2
1167614920893329,684.0843200683594,603.9672732353209,2
1167614920922867,602.6229858398438,569.2953872680664,2
1167614920951776,585.6131172180177,560.7997584342957,2
1167614920981304,609.774055480957,570.8310699462892,2
1167614921009896,597.0386123657228,567.2183918952943,2
1167614921039459,619.281063079834,572.4385929107666,2
1167614921068935,607.6031112670897,548.4127485752107,2
1167614921098071,591.6053581237792,555.8759307861328,2
1167614921127406,621.1966896057129,588.1506299972533,2
1167614921156441,609.2807579040527,593.3927822113038,2
1167614921184682,602.1948623657228,560.4749321937561,2
1167614921212911,629.8452758789062,587.7033019065858,2
1167614921241132,633.9662361145021,581.2706351280212,2
1167614921269213,646.0638427734375,579.0052199363707,2
1167614921297376,641.2126922607423,613.8446688652039,2
1167614921325572,617.3245811462402,581.6635036468507,2
1167614921354168,632.3819732666017,623.3432936668396,2
1167614921382245,616.8300819396973,621.1725068092346,2
1167614921410856,629.4865608215333,625.8062696456908,2
1167614921439549,667.2906875610353,657.2321462631228,2
1167614921467837,607.4759674072267,600.6507754325868,2
1167614921497833,649.5124626159667,627.3632597923279,2
1167614921526303,625.2453804016112,585.1876044273376,2
1167614921554887,669.0369987487792,665.3513216972351,2
1167614921583393,645.0588226318358,628.5260939598082,2
1167614921612172,661.8685913085938,645.0926184654237,2
1167614921640740,622.1349334716798,609.2376208305359,2
1167614921668855,636.3907814025879,642.4039506912231,2
1167614921697329,613.0026054382323,586.8821597099303,2
1167614921725942,651.9146919250487,622.2999358177185,2
1167614921754419,605.7138633728027,590.632917881012,2
1167614921783093,623.2198905944823,583.4275817871094,2
1167614921811476,617.8911781311035,564.480414390564,2
1167614921842414,619.1211318969728,619.153254032135,2
1167614921871485,613.0070114135742,574.3393349647523,2
1167614921900145,634.1934013366698,624.9631762504578,2
1167614921929103,608.2527351379396,587.5771307945251,2
1167614921957277,594.2455673217772,621.8094778060912,2
1167614921986151,629.9074745178223,608.1861519813538,2
1167614922015112,612.5331115722656,608.9007568359375,2
