t,x,y,evt_pred
1169509037422820,656.8482131958008,282.56521725654596,0
1169509037455400,664.3430633544923,275.5695440769196,2
1169509037485835,656.6474838256836,293.3602502346039,2
1169509037516531,663.0752868652344,278.7406232357025,2
1169509037546979,652.211067199707,288.1223466396332,2
1169509037577417,669.2554397583008,294.9984791278838,2
1169509037607921,663.5003204345702,292.0107343196869,2
1169509037638224,675.5416793823242,285.04834198951716,2
1169509037669172,677.2684783935548,306.6448774337769,2
1169509037699905,663.5032958984375,284.95812320709234,2
1169509037730976,656.5225143432617,276.1903252601624,2
1169509037761481,650.3377838134767,289.733699798584,2
1169509037791920,654.2374725341798,278.074137210846,2
1169509037822535,655.9186096191406,274.8527183532715,2
1169509037853077,668.7185974121094,292.68954777717585,2
1169509037883551,666.7034072875978,293.75228190422064,2
1169509037914060,657.711784362793,287.7637567520142,2
1169509037946471,683.1001586914062,448.6959114074707,2
1169509037976805,702.3544998168945,448.86096382141113,2
1169509038007299,696.650993347168,425.2997317314148,2
1169509038038093,693.9364547729492,405.4880347251892,2
1169509038068701,681.0006256103517,432.27152252197266,2
1169509038099146,690.3799743652344,448.1596841812134,2
1169509038130076,681.9440765380858,443.1550040245056,2
1169509038160630,710.3308029174805,455.6109251976013,2
1169509038191477,615.4539031982423,495.23013496398926,2
1169509038222260,608.0116958618164,543.1311907768251,2
1169509038253491,606.1558074951173,543.7340440750122,2
1169509038284596,607.024528503418,524.3051733970642,2
1169509038316446,606.7451782226562,515.7741394042969,2
1169509038348361,607.2252578735353,529.2053761482239,2
1169509038380132,604.7495574951173,526.1505546569823,2
1169509038412397,608.5064239501952,540.7393469810487,2
1169509038444332,604.673225402832,521.5249671936035,2
1169509038478078,615.6351776123048,528.9321126937866,2
1169509038510756,615.7012100219728,533.5997357368468,2
1169509038542500,623.5625,615.7281818389893,2
1169509038573754,618.1421203613281,602.9146041870117,2
1169509038605479,620.1664657592772,594.1885199546814,2
1169509038637094,616.212760925293,599.9157228469849,2
1169509038668659,610.9175796508789,594.7585430145264,2
1169509038700673,618.8333435058594,605.9483757019042,2
1169509038731633,631.3029403686522,610.8197393417357,2
1169509038762715,630.6980056762695,613.5186424255371,2
1169509038793459,641.5450592041017,608.1975688934326,2
1169509038824411,640.7754440307617,606.1215391159058,2
1169509038855339,631.7982406616211,612.8393783569336,2
1169509038886391,626.9729537963867,611.8733325004578,2
1169509038917344,616.3016815185548,620.5310525894165,2
1169509038948230,626.9366760253906,607.1261444091798,2
1169509038979248,575.0611801147461,578.4291687011719,2
1169509039010079,573.2017440795897,587.1668400764465,2
1169509039040553,581.638786315918,593.2161011695863,2
1169509039070950,572.5771255493164,581.6285076141357,2
1169509039101327,576.7463226318358,588.0799069404603,2
1169509039131682,743.9569778442383,560.3951325416565,2
1169509039162096,763.2662506103516,551.4627327919006,2
1169509039192622,757.6018829345703,580.8633699417113,2
1169509039224577,768.4524841308594,565.7886900901792,2
1169509039255427,762.6939315795897,565.6809940338135,2
1169509039285775,844.6315689086914,606.2677302360535,2
1169509039316212,762.4533767700195,588.4532060623169,2
1169509039346163,592.2273178100586,447.0699777603149,2
1169509039376537,480.9500617980957,382.84514808654785,2
1169509039406929,478.7958831787109,397.0981385707855,2
1169509039437401,476.9415969848633,396.8993546962738,2
1169509039467628,473.56885147094727,400.4124155044556,2
1169509039497827,486.4302368164063,383.72750902175903,2
1169509039528227,477.843505859375,387.206033706665,2
