,cd
M_0852_0191,0.019065768038092006
M_0191_0852,0.05556711918293793
M_0191_0038,0.013781967107795461
M_0038_0191,0.023923653288019476
M_0037_0779_0039_U,0.0
M_0037_0038,0.009893559456238214
M_0821_0190,0.0337668721602295
M_0038_0037,0.014901585261820277
M_0821_0159,0.015384457608131294
M_0308_0011,0.006753281475438871
M_0011_0308,0.026547524714521018
M_0015_0159,0.02325794772862607
M_0039_0038,0.04314483250315976
M_0323_0032,0.005684412060384106
M_0032_0323,0.024515730465842087
M_0108_0478_0479,0.006338809946788884
