,cd
M_0038_0037,0.011357500447734937
M_0037_0038,0.007932279705706567
M_0037_0779_0039_U,0.020871277413340793
M_0191_0038,0.01267296928557648
M_0038_0191,0.03167805943453696
M_0039_0038,0.027921590023868275
M_0191_0852,0.027034803812704587
M_0852_0191,0.012131848597262573
M_0308_0011,0.013933371246523024
M_0011_0308,0.03482158606399357
M_0821_0190,0.021991901459640712
M_0323_0032,0.0033213653534958096
M_0821_0159,0.010421165905086183
M_0032_0323,0.01883950102738649
M_0015_0159,0.012775105674569418
M_0108_0478_0479,0.0
