,cd
M_0821_0159,0.007805181337651626
M_0821_0190,0.03878318054021035
M_0015_0159,0.022616979235545554
M_0852_0191,0.0
M_0191_0852,0.02180895975189987
M_0191_0038,0.02459196702409546
M_0038_0191,0.008403168246824237
M_0011_0308,0.01947022737711521
M_0308_0011,0.0060247497320367405
M_0037_0779_0039_U,0.016390868381618712
M_0037_0038,0.011800033456816069
M_0038_0037,0.011506276690023605
M_0039_0038,0.022775855914956702
M_0323_0032,0.005838644498821227
M_0032_0323,0.011418279898232745
M_0108_0478_0479,0.0050627877772760526
