,N29121G
N06691U,0.0216253390354133
N06731X,0.015415589390627708
N06731Y,0.02407607210502373
N26151X,0.006244127749623129
N29121G,0.0
N29131B,0.08022966505760998
N29131C,0.017190940028200347
N29141A,0.02288539514286968
N29142H,0.08618659264908211
N29131F,0.0
