,N29141A
N06691U,0.021818979878035893
N06731X,0.03662795648725337
N06731Y,0.02308091591068826
N26151X,0.018612882099813648
N29121G,0.08065711792480425
N29131B,0.062123515971833215
N29131C,0.027347209503732508
N29141A,0.0
N29142H,0.046249358928134844
N29131F,0.006800371857834317
