,N06691U
N06691U,0.0
N06731X,0.008785330431081323
N06731Y,0.08397541827205557
N26151X,0.026921609668387404
N29121G,0.01996569587026358
N29131B,0.03556829831656331
N29131C,0.022713041227674577
N29141A,0.020042376199577886
N29142H,0.06560625939050799
N29131F,0.018653713853847974
