,N06731X
N06691U,0.02434714182138222
N06731X,0.0
N06731Y,0.025551737709119685
N26151X,0.0
N29121G,0.056235767868157156
N29131B,0.054361743180414056
N29131C,0.030313269389799412
N29141A,0.03461503783242868
N29142H,0.04321788599507394
N29131F,0.04320566053840213
