,N06731Y
N06691U,0.017261829030038704
N06731X,0.005193367087386886
N06731Y,0.0
N26151X,0.011686335025797183
N29121G,0.0253095806951133
N29131B,0.030181237728936917
N29131C,0.005950961338348851
N29141A,0.01564758241895099
N29142H,0.06605854003572177
N29131F,0.025848697339042877
