,N06421G
N06351L,0.047576880979924366
N06411H,0.024904601761200993
N06421A,0.01988656553041192
N06421D,0.02867663583154623
N06421E,0.017800586228095747
N06421F,0.04324615947306088
N06421G,0.0
N06431Y,0.05392858886439425
N31111S,0.018298127253031014
N31111U,0.00928029280277305
N31111W,0.04705047703247945
