,N06431Y
N06351L,0.024819498776435214
N06411H,0.011509786394546917
N06421A,0.0
N06421D,0.014286331548555905
N06421E,0.02745094885081966
N06421F,0.07832636784237118
N06421G,0.008643986643821133
N06431Y,0.0
N31111S,0.012384678767953268
N31111U,0.0
N31111W,0.012482118368324007
