,N06421E
N06351L,0.024149764027339725
N06411H,0.0324339906154304
N06421A,0.005069313845203958
N06421D,0.015081202922650088
N06421E,0.0
N06421F,0.02938650660141038
N06421G,0.01884371312545653
N06431Y,0.02779988300264012
N31111S,0.023102319019929284
N31111U,0.0061425281200626495
N31111W,0.011720667907895907
