,N06351L
N06351L,0.0
N06411H,0.03760125779968291
N06421A,0.003517658551066098
N06421D,0.004895346261590812
N06421E,0.015305972650906956
N06421F,0.043585332005881675
N06421G,0.039283770444526966
N06431Y,0.05377200525981778
N31111S,0.012211007679492934
N31111U,0.0
N31111W,0.037216147116901126
