,N31111W
N06351L,0.02449650257769722
N06411H,0.02812707080998185
N06421A,0.01517242660455716
N06421D,0.04588655254755941
N06421E,0.0026586561385270285
N06421F,0.02002838216418659
N06421G,0.04381275010800492
N06431Y,0.025253716879847857
N31111S,0.005101601587704568
N31111U,0.004249825978091906
N31111W,0.0
