,N06411H
N06351L,0.029994643845074657
N06411H,0.0
N06421A,0.005198244816358447
N06421D,0.02108295628452383
N06421E,0.010092136697931573
N06421F,0.037776549185721396
N06421G,0.04236806341042101
N06431Y,0.05406132258986436
N31111S,0.011593468714662897
N31111U,0.003107331860320802
N31111W,0.03733705848826503
