,N06421D
N06351L,0.036634516273159494
N06411H,0.032095165962460995
N06421A,0.011854189990019193
N06421D,0.0
N06421E,0.012925815581337872
N06421F,0.03723417157388834
N06421G,0.05410795069071429
N06431Y,0.03566541248509287
N31111S,0.006107647947511532
N31111U,0.011708464591923345
N31111W,0.04789003554081688
