,N06421F
N06351L,0.02627148257580874
N06411H,0.00924146357793982
N06421A,0.0
N06421D,0.011366384421706215
N06421E,0.015252555501948664
N06421F,0.0
N06421G,0.013929399133870542
N06431Y,0.07352724225008275
N31111S,0.013555442456609456
N31111U,0.0
N31111W,0.027419899423470496
