,N31111S
N06351L,0.02194770442038061
N06411H,0.011153074491528749
N06421A,0.0031370586943638757
N06421D,0.012375869623113827
N06421E,0.03635673047349123
N06421F,0.024853386337281628
N06421G,0.016427440019227597
N06431Y,0.0335731745166481
N31111S,0.0
N31111U,0.0
N31111W,0.008462139203227288
