Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,LocationLat,LocationLng,AirportCode,County
Rain,Light,2017-02-04 17:56,2017-02-04 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-06 0:56,2017-02-06 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-06 3:56,2017-02-06 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-06 13:56,2017-02-06 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-02-06 15:36,2017-02-06 15:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-06 15:52,2017-02-06 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-02-06 18:56,2017-02-06 19:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-06 19:52,2017-02-06 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-07 0:56,2017-02-07 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-07 10:49,2017-02-07 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-07 12:30,2017-02-07 13:16,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-07 13:16,2017-02-07 13:37,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Storm,Severe,2017-02-07 13:37,2017-02-07 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-07 13:56,2017-02-07 14:33,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Storm,Severe,2017-02-07 14:33,2017-02-07 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-07 14:56,2017-02-07 15:32,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-07 15:32,2017-02-07 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-07 16:56,2017-02-07 17:25,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-07 17:25,2017-02-07 18:46,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-08 7:56,2017-02-08 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-02-08 9:56,2017-02-08 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-08 13:56,2017-02-08 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-08 15:56,2017-02-08 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-09 14:56,2017-02-09 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-09 17:56,2017-02-09 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-09 18:56,2017-02-09 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-09 20:56,2017-02-09 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-10 1:56,2017-02-10 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-10 8:56,2017-02-10 10:27,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-10 10:56,2017-02-10 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-16 11:56,2017-02-16 12:12,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-16 12:12,2017-02-16 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-16 12:56,2017-02-16 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-16 13:56,2017-02-16 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-17 10:10,2017-02-17 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-17 12:56,2017-02-17 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-17 13:56,2017-02-17 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-17 20:56,2017-02-17 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-17 22:56,2017-02-18 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-18 0:56,2017-02-18 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-18 1:56,2017-02-18 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-18 9:29,2017-02-18 9:53,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-18 9:53,2017-02-18 10:04,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-18 10:04,2017-02-18 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-19 10:56,2017-02-19 12:46,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-19 13:51,2017-02-19 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-20 0:56,2017-02-20 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-20 7:52,2017-02-20 8:20,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-20 8:20,2017-02-20 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-20 9:56,2017-02-20 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-20 10:56,2017-02-20 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Heavy,2017-02-20 11:56,2017-02-20 11:59,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-20 11:59,2017-02-20 13:40,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-20 13:40,2017-02-20 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-20 16:56,2017-02-20 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-20 22:56,2017-02-21 0:09,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-21 0:09,2017-02-21 0:18,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-21 0:18,2017-02-21 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Heavy,2017-02-21 0:56,2017-02-21 1:09,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-02-21 1:09,2017-02-21 2:02,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-21 2:02,2017-02-21 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-21 6:56,2017-02-21 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-21 15:56,2017-02-21 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-22 0:20,2017-02-22 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-22 1:56,2017-02-22 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-25 9:29,2017-02-25 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-25 10:49,2017-02-25 11:23,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-27 5:56,2017-02-27 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-02-27 7:56,2017-02-27 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-04 11:56,2017-03-04 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-03-05 0:56,2017-03-05 1:11,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-05 1:11,2017-03-05 1:21,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-03-05 1:21,2017-03-05 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-05 2:56,2017-03-05 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-05 4:56,2017-03-05 4:58,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-05 4:58,2017-03-05 5:09,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-05 5:09,2017-03-05 6:36,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-05 6:36,2017-03-05 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-05 11:56,2017-03-05 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-05 20:56,2017-03-05 20:58,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-06 0:56,2017-03-06 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-06 4:54,2017-03-06 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-06 8:29,2017-03-06 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-06 12:14,2017-03-06 12:22,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-06 14:56,2017-03-06 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-06 15:56,2017-03-06 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-06 17:56,2017-03-06 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-06 19:56,2017-03-06 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2017-03-09 17:11,2017-03-09 18:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-20 22:56,2017-03-21 1:26,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-21 4:41,2017-03-21 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-21 5:56,2017-03-21 6:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-21 6:44,2017-03-21 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-21 7:56,2017-03-21 7:58,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-21 7:58,2017-03-21 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-21 9:56,2017-03-21 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-21 13:56,2017-03-21 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-22 9:56,2017-03-22 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-22 11:56,2017-03-22 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-22 14:56,2017-03-22 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-22 17:56,2017-03-22 18:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-24 11:56,2017-03-24 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-24 15:56,2017-03-24 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-24 17:56,2017-03-24 19:04,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-24 19:04,2017-03-24 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-24 19:56,2017-03-24 20:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-24 20:03,2017-03-24 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-03-24 22:56,2017-03-24 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-27 4:28,2017-03-27 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-03-30 11:48,2017-03-30 12:26,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-04-02 16:34,2017-04-02 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-07 1:23,2017-04-07 2:15,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-04-07 2:15,2017-04-07 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-07 3:56,2017-04-07 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-04-07 5:56,2017-04-07 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-07 6:56,2017-04-07 7:17,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-04-07 7:17,2017-04-07 9:27,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-07 19:56,2017-04-07 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 1:56,2017-04-08 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 3:56,2017-04-08 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 5:24,2017-04-08 6:32,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-04-08 6:32,2017-04-08 6:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Heavy,2017-04-08 6:44,2017-04-08 7:16,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 7:16,2017-04-08 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 8:29,2017-04-08 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 16:07,2017-04-08 16:29,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-04-08 16:29,2017-04-08 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 16:56,2017-04-08 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-08 19:32,2017-04-08 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-12 1:56,2017-04-12 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-12 7:31,2017-04-12 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-12 12:56,2017-04-12 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-13 5:56,2017-04-13 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-16 20:56,2017-04-16 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-16 22:56,2017-04-16 23:26,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-17 10:56,2017-04-17 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-17 12:56,2017-04-17 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-17 23:56,2017-04-18 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-18 6:56,2017-04-18 9:35,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-04-20 7:56,2017-04-20 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Storm,Severe,2017-05-06 4:56,2017-05-06 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-05-07 8:56,2017-05-07 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-05-07 14:56,2017-05-07 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Storm,Severe,2017-05-13 1:56,2017-05-13 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-05-17 1:40,2017-05-17 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-06-08 15:56,2017-06-08 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-06-08 17:56,2017-06-08 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-06-08 19:49,2017-06-08 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-06-22 12:56,2017-06-22 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Storm,Severe,2017-06-25 6:56,2017-06-25 7:10,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Cold,Severe,2017-07-27 16:56,2017-07-27 16:59,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Cold,Severe,2017-08-13 9:56,2017-08-13 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-09-04 0:56,2017-09-04 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-09-07 8:56,2017-09-07 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-09-12 1:56,2017-09-12 3:12,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-09-12 4:56,2017-09-12 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-09-12 5:56,2017-09-12 6:29,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-09-20 21:41,2017-09-20 22:36,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-09-30 6:56,2017-09-30 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-09-30 8:56,2017-09-30 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-10-10 20:56,2017-10-10 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-10-11 2:56,2017-10-11 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-10-11 19:56,2017-10-11 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-10-12 14:56,2017-10-12 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-10-17 18:56,2017-10-17 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-10-18 16:56,2017-10-18 17:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-10-18 18:56,2017-10-18 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-10-20 7:36,2017-10-20 8:54,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-10-20 8:54,2017-10-20 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-03 11:56,2017-11-03 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-04 11:56,2017-11-04 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-11-04 12:56,2017-11-04 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Precipitation,UNK,2017-11-04 13:56,2017-11-04 14:13,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-09 4:56,2017-11-09 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-09 12:56,2017-11-09 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-10 11:56,2017-11-10 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-10 13:56,2017-11-10 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-15 15:56,2017-11-15 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-16 7:56,2017-11-16 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-11-16 9:56,2017-11-16 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-16 11:56,2017-11-16 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-11-16 13:56,2017-11-16 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-16 15:16,2017-11-16 18:31,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-11-16 18:31,2017-11-16 19:28,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-16 19:28,2017-11-16 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2017-11-16 21:56,2017-11-16 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-17 0:27,2017-11-17 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-17 6:32,2017-11-17 6:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-17 6:56,2017-11-17 7:05,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-11-21 7:56,2017-11-21 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-11-22 15:01,2017-11-22 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-26 17:27,2017-11-26 18:36,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-26 18:56,2017-11-26 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-26 21:56,2017-11-26 22:35,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-26 22:56,2017-11-26 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-11-27 7:56,2017-11-27 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-12-03 7:51,2017-12-03 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-12-15 21:56,2017-12-16 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2017-12-20 10:14,2017-12-20 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2017-12-27 15:30,2017-12-27 17:45,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2017-12-27 20:58,2017-12-27 20:59,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-12-31 12:56,2017-12-31 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2017-12-31 17:56,2017-12-31 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-01 17:56,2018-01-01 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-03 18:56,2018-01-04 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-04 4:56,2018-01-04 5:20,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-04 5:56,2018-01-04 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-05 4:56,2018-01-05 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-05 17:28,2018-01-05 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-05 18:56,2018-01-05 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-06 0:39,2018-01-06 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-06 1:56,2018-01-06 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-01-07 13:29,2018-01-07 14:04,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-01-07 14:12,2018-01-07 14:43,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-08 8:56,2018-01-08 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-08 12:56,2018-01-08 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-08 17:56,2018-01-08 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-08 18:56,2018-01-08 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-08 20:56,2018-01-08 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-08 21:56,2018-01-08 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-08 22:56,2018-01-08 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-08 23:56,2018-01-09 0:33,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-09 0:33,2018-01-09 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-09 1:56,2018-01-09 2:21,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-09 2:21,2018-01-09 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-09 2:56,2018-01-09 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Heavy,2018-01-09 5:56,2018-01-09 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-09 7:56,2018-01-09 8:07,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-09 8:07,2018-01-09 8:31,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-09 8:56,2018-01-09 9:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-01-09 9:52,2018-01-09 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-12 7:19,2018-01-12 7:30,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-01-12 7:30,2018-01-12 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-12 8:56,2018-01-12 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-01-12 21:11,2018-01-12 21:25,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-01-13 10:43,2018-01-13 12:16,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-01-13 13:06,2018-01-13 14:17,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
