Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,LocationLat,LocationLng,AirportCode,County
Fog,Moderate,2018-01-15 0:56,2018-01-15 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-15 2:56,2018-01-15 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-15 18:56,2018-01-15 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-15 23:56,2018-01-16 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-16 10:56,2018-01-16 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-01-17 20:56,2018-01-17 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-01-18 12:56,2018-01-18 13:10,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-18 19:21,2018-01-18 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-18 20:56,2018-01-18 21:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-18 22:56,2018-01-18 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-19 0:56,2018-01-19 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-19 4:18,2018-01-19 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-19 10:56,2018-01-19 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-22 4:56,2018-01-22 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-22 7:56,2018-01-22 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-22 10:56,2018-01-22 16:14,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-24 22:42,2018-01-25 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-01-25 4:56,2018-01-25 5:06,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-02-08 14:56,2018-02-08 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-02-08 16:56,2018-02-08 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-02-26 13:56,2018-02-26 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-02-26 15:56,2018-02-26 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-01 6:47,2018-03-01 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-01 7:56,2018-03-01 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-01 8:56,2018-03-01 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-01 10:56,2018-03-01 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-01 13:56,2018-03-01 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-01 15:56,2018-03-01 16:12,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-01 16:12,2018-03-01 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-01 16:56,2018-03-01 17:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-01 17:44,2018-03-01 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-01 23:56,2018-03-02 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-02 5:56,2018-03-02 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-02 7:56,2018-03-02 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-02 13:56,2018-03-02 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-02 21:56,2018-03-02 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-03 0:14,2018-03-03 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-03 1:56,2018-03-03 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-03 4:56,2018-03-03 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-03 18:56,2018-03-03 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-03-11 13:22,2018-03-11 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-03-11 15:08,2018-03-11 17:45,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-12 23:56,2018-03-13 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-13 1:56,2018-03-13 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-13 7:56,2018-03-13 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-13 12:56,2018-03-13 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-13 16:56,2018-03-13 17:17,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-03-13 17:17,2018-03-13 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-13 19:56,2018-03-13 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-14 4:56,2018-03-14 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-14 6:56,2018-03-14 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-14 18:56,2018-03-14 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-03-15 19:28,2018-03-15 19:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 0:56,2018-03-16 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 3:56,2018-03-16 4:22,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 6:56,2018-03-16 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 8:56,2018-03-16 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 11:56,2018-03-16 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 13:56,2018-03-16 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 20:56,2018-03-16 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-16 22:56,2018-03-16 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-17 2:56,2018-03-17 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-20 14:56,2018-03-20 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-20 21:24,2018-03-20 21:40,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-03-20 21:56,2018-03-20 22:23,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-20 22:23,2018-03-20 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-21 3:56,2018-03-21 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-21 4:56,2018-03-21 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-21 5:56,2018-03-21 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-21 7:56,2018-03-21 8:05,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-21 8:05,2018-03-21 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-22 5:25,2018-03-22 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-22 6:56,2018-03-22 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-22 8:56,2018-03-22 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-22 10:56,2018-03-22 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-22 11:56,2018-03-22 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-22 13:56,2018-03-22 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-03-22 14:56,2018-03-22 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-22 15:56,2018-03-22 17:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-22 17:56,2018-03-22 18:45,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-03-22 18:45,2018-03-22 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-24 9:56,2018-03-24 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-24 16:56,2018-03-24 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-24 18:56,2018-03-24 19:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-25 5:56,2018-03-25 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-03-25 12:56,2018-03-25 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-06 2:56,2018-04-06 7:31,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-06 8:56,2018-04-06 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-06 12:56,2018-04-06 13:04,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-06 13:04,2018-04-06 15:36,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-06 15:36,2018-04-06 16:06,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-06 16:06,2018-04-06 16:15,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-06 18:10,2018-04-06 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-06 19:56,2018-04-06 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-07 0:56,2018-04-07 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-07 4:56,2018-04-07 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-07 6:56,2018-04-07 7:32,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-07 7:32,2018-04-07 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-07 8:56,2018-04-07 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-07 9:56,2018-04-07 10:23,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-07 10:23,2018-04-07 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-07 10:56,2018-04-07 11:39,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-07 11:39,2018-04-07 11:49,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-07 11:49,2018-04-07 13:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-07 13:52,2018-04-07 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-04-12 2:06,2018-04-12 2:18,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-12 2:18,2018-04-12 3:21,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-04-12 3:21,2018-04-12 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-16 0:56,2018-04-16 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-16 10:56,2018-04-16 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-04-16 20:56,2018-04-16 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-05-18 14:56,2018-05-18 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-05-18 16:56,2018-05-18 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-05-28 17:56,2018-05-28 18:00,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-06-09 6:56,2018-06-09 7:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-06-09 11:56,2018-06-09 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-08-04 3:56,2018-08-04 4:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-08-23 19:56,2018-08-24 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-09-09 12:40,2018-09-09 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-10-02 10:56,2018-10-02 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-10-02 14:56,2018-10-02 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-10-02 20:41,2018-10-02 20:48,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-10-25 15:36,2018-10-25 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-10-25 19:33,2018-10-25 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-08 22:56,2018-11-08 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-09 8:56,2018-11-09 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-11 7:47,2018-11-11 10:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-11 10:14,2018-11-11 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-11 12:56,2018-11-11 13:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-12 14:56,2018-11-13 2:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-13 3:56,2018-11-14 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-14 15:56,2018-11-15 19:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-15 19:05,2018-11-15 21:16,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-15 21:16,2018-11-15 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-17 1:56,2018-11-17 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-17 3:56,2018-11-17 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-17 7:56,2018-11-17 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-17 17:56,2018-11-18 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-18 19:44,2018-11-18 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-18 20:56,2018-11-19 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-19 0:56,2018-11-19 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-19 2:56,2018-11-19 3:54,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-19 6:56,2018-11-19 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-11-19 17:56,2018-11-19 20:37,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-11-19 20:37,2018-11-21 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-21 15:56,2018-11-21 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-11-21 16:56,2018-11-21 18:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-21 18:03,2018-11-21 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-11-21 21:56,2018-11-21 22:41,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-21 22:41,2018-11-22 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-23 1:56,2018-11-23 3:54,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-11-23 3:54,2018-11-23 5:14,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-23 5:14,2018-11-23 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-11-23 5:56,2018-11-23 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-23 6:56,2018-11-23 7:49,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-23 11:56,2018-11-23 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-23 13:56,2018-11-23 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-23 18:56,2018-11-23 23:14,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-23 23:26,2018-11-24 0:25,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-24 3:17,2018-11-24 3:34,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-24 3:56,2018-11-24 4:23,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-24 6:56,2018-11-24 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-27 21:56,2018-11-27 22:44,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-27 22:56,2018-11-28 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-29 2:56,2018-11-29 3:37,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-29 4:56,2018-11-29 5:50,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-11-29 5:50,2018-11-29 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Heavy,2018-11-29 5:56,2018-11-29 6:13,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-11-29 6:13,2018-11-29 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Heavy,2018-11-29 6:56,2018-11-29 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-11-29 7:56,2018-11-29 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Precipitation,UNK,2018-11-29 8:56,2018-11-29 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-11-29 16:08,2018-11-29 17:27,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-01 10:56,2018-12-01 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-01 17:56,2018-12-01 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-05 1:56,2018-12-05 3:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-05 6:56,2018-12-05 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-12-05 8:56,2018-12-05 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-05 12:56,2018-12-05 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-05 17:41,2018-12-05 18:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-06 8:56,2018-12-06 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-12-09 9:56,2018-12-09 11:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-12-09 18:56,2018-12-09 19:40,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-12-09 21:56,2018-12-09 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-12-10 0:56,2018-12-10 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-12-11 12:21,2018-12-11 13:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2018-12-14 12:56,2018-12-14 14:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-14 18:56,2018-12-14 19:49,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-14 23:56,2018-12-15 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-16 21:56,2018-12-16 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-12-16 22:56,2018-12-16 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-16 23:56,2018-12-17 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-17 1:56,2018-12-17 3:28,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-17 4:56,2018-12-17 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-12-17 5:56,2018-12-17 6:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-17 8:56,2018-12-17 9:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2018-12-20 14:52,2018-12-20 15:52,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-21 11:56,2018-12-21 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-21 15:27,2018-12-21 16:28,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-24 0:56,2018-12-24 1:18,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-24 20:56,2018-12-24 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2018-12-24 22:56,2018-12-24 23:06,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-24 23:06,2018-12-25 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2018-12-25 4:56,2018-12-25 7:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2019-01-04 20:56,2019-01-04 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-05 14:56,2019-01-05 15:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-05 20:56,2019-01-05 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-05 22:56,2019-01-06 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-06 15:56,2019-01-07 5:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-07 15:56,2019-01-07 16:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-08 19:56,2019-01-08 20:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Cold,Severe,2019-01-08 20:03,2019-01-08 20:08,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-08 20:08,2019-01-08 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-09 7:56,2019-01-09 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-09 19:56,2019-01-09 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-09 22:56,2019-01-10 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Cold,Severe,2019-01-10 18:03,2019-01-10 18:06,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Severe,2019-01-10 18:35,2019-01-10 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-11 20:56,2019-01-11 21:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-11 22:56,2019-01-12 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-12 7:56,2019-01-12 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-14 16:56,2019-01-14 17:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-15 9:56,2019-01-15 10:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-15 12:56,2019-01-15 22:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2019-01-15 22:56,2019-01-15 23:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-16 1:56,2019-01-16 2:46,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-16 7:56,2019-01-16 8:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-16 11:56,2019-01-16 12:28,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Fog,Moderate,2019-01-16 12:28,2019-01-16 12:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-16 12:56,2019-01-16 13:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-16 19:56,2019-01-16 20:03,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Cold,Severe,2019-01-16 20:03,2019-01-16 20:18,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-16 20:18,2019-01-16 20:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Moderate,2019-01-16 20:56,2019-01-16 22:24,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-16 22:24,2019-01-17 0:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Storm,Severe,2019-01-17 0:56,2019-01-17 1:18,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
Rain,Light,2019-01-17 1:18,2019-01-17 1:56,US/Pacific,37.6196,-122.3656,KSFO,San Mateo
