,N29121G
N06691U,0.049732269316794205
N06731X,0.09068037352271442
N06731Y,0.05988783583500756
N26151X,0.04811491396748582
N29121G,0.0
N29131B,0.16929785175027973
N29131C,0.06182232692608956
N29141A,0.08146175308027565
N29142H,0.12953729234802025
N29131F,0.0
