,N29131B
N06691U,0.03905604304629908
N06731X,0.02663154760217604
N06731Y,0.05871257255120117
N26151X,0.045487991758711335
N29121G,0.038075078055764766
N29131B,0.0
N29131C,0.0
N29141A,0.04691157543840233
N29142H,0.08806318428806212
N29131F,0.0
