,N26151X
N06691U,0.039792623732928946
N06731X,0.06728694166071171
N06731Y,0.04204092397306493
N26151X,0.0
N29121G,0.0363013555382401
N29131B,0.08091986095222416
N29131C,0.05625828787248918
N29141A,0.05702418576843552
N29142H,0.06843507169465467
N29131F,0.03117434559691785
