,N06731X
N06691U,0.06160188618863532
N06731X,0.0
N06731Y,0.06690728304245207
N26151X,0.1408173570261358
N29121G,0.13051392168964313
N29131B,0.1345720016411468
N29131C,0.08755934104123914
N29141A,0.13727521391165798
N29142H,0.10902261905765015
N29131F,0.04222400785501605
