,N06731Y
N06691U,0.02601089332079325
N06731X,0.01113557407422339
N06731Y,0.0
N26151X,0.014845642862297125
N29121G,0.020878055047114735
N29131B,0.030671906153553773
N29131C,0.007127408340072109
N29141A,0.0171833211636915
N29142H,0.06977284423695136
N29131F,0.0
