,N06351L
N06351L,0.0
N06411H,0.10936109568785696
N06421A,0.0
N06421D,0.027219929755367606
N06421E,0.038257344527522254
N06421F,0.057520325264991644
N06421G,0.05052894132654755
N06431Y,0.07634167083499743
N31111S,0.03120660669464235
N31111U,0.0
N31111W,0.03489668248171367
