,N31111S
N06351L,0.10567089737228424
N06411H,0.10908854682650637
N06421A,0.0
N06421D,0.014734876754320718
N06421E,0.12800173011730318
N06421F,0.053913153313663385
N06421G,0.11687677016017413
N06431Y,0.06172723230841807
N31111S,0.0
N31111U,0.0
N31111W,0.1795303364499735
