,N06421D
N06351L,0.018642912988831594
N06411H,0.021281034933848933
N06421A,0.016804395837874762
N06421D,0.0
N06421E,0.008681307251004217
N06421F,0.04911933066621281
N06421G,0.008630291874137587
N06431Y,0.05292061458363501
N31111S,0.0
N31111U,0.000539045682647275
N31111W,0.0077345065144399415
