,N06421F
N06351L,0.03976050476971197
N06411H,0.05391812468024352
N06421A,0.0054514077951861315
N06421D,0.02943506132596609
N06421E,0.0023500078226807103
N06421F,0.0
N06421G,0.022748856986013612
N06431Y,0.05370152253388778
N31111S,0.013730725161849453
N31111U,0.0
N31111W,0.004882555355979423
