,N06421G
N06351L,0.1029121166258176
N06411H,0.10512855659420017
N06421A,0.016866043193123605
N06421D,0.0222580801424461
N06421E,0.05250986719505901
N06421F,0.06837876583397387
N06421G,0.0
N06431Y,0.0581269900871373
N31111S,0.07516722012940492
N31111U,0.022643327274094516
N31111W,0.05552164588019626
