,N06431Y
N06351L,0.04136963281919529
N06411H,0.05393934381602128
N06421A,0.011080138461160334
N06421D,0.039278253665227164
N06421E,0.010449077758219844
N06421F,0.0604952094436583
N06421G,0.029303262132653097
N06431Y,0.0
N31111S,0.01671681571445604
N31111U,0.0
N31111W,0.015792236041311858
