,N31111W
N06351L,0.049001477848438106
N06411H,0.049684704893338226
N06421A,0.0020401439100664514
N06421D,0.011042694311352394
N06421E,0.0747724426174506
N06421F,0.024404243469803456
N06421G,0.045613777665267835
N06431Y,0.030457546195770537
N31111S,0.05106423275830209
N31111U,0.011496371155152915
N31111W,0.0
