,N06421E
N06351L,0.06678340277529161
N06411H,0.07144789128897734
N06421A,0.00922278326721599
N06421D,0.026757547499312695
N06421E,0.0
N06421F,0.032129962517165225
N06421G,0.0807663796379686
N06431Y,0.055715751737367446
N31111S,0.07306312119463827
N31111U,0.024788323594457255
N31111W,0.09571397528144136
