,N06691U
N06691U,0.0
N06731X,0.02109594244641269
N06731Y,0.09666097929220649
N26151X,0.03542720748582697
N29121G,0.03771348036456428
N29131B,0.04998175154556916
N29131C,0.028408040564293826
N29141A,0.032514480889696336
N29142H,0.08510982863760358
N29131F,0.02843597427364296
