,N26151X
N06691U,0.04222156273820187
N06731X,0.0
N06731Y,0.04732595413105922
N26151X,0.0
N29121G,0.07391332982319257
N29131B,0.06002367719799037
N29131C,0.046362625507674365
N29141A,0.05333860497076463
N29142H,0.05911666153848154
N29131F,0.02426985517291869
