,N29121G
N06691U,0.03182806921664038
N06731X,0.022731829670371774
N06731Y,0.026319311862084405
N26151X,0.010121034183626112
N29121G,0.0
N29131B,0.07944383224601594
N29131C,0.023966317638199203
N29141A,0.02744716678986103
N29142H,0.08983965915931959
N29131F,0.0
