,N29131C
N06691U,0.06667838179858573
N06731X,0.03155406782295009
N06731Y,0.07657120170546242
N26151X,0.04105863376189654
N29121G,0.045228523980769465
N29131B,0.049158138085703365
N29131C,0.0
N29141A,0.03937944251992824
N29142H,0.05299474286295495
N29131F,0.022418551016777546
