,N29141A
N06691U,0.030733847966174333
N06731X,0.04103720761004099
N06731Y,0.03003868756811683
N26151X,0.02288999248467159
N29121G,0.08578404724520058
N29131B,0.06138382655160547
N29131C,0.02681556904047786
N29141A,0.0
N29142H,0.0458874599837469
N29131F,0.009508753731169172
