,N06731X
N06691U,0.028323552296784953
N06731X,0.0
N06731Y,0.03417486868068288
N26151X,0.0
N29121G,0.05510484587583908
N29131B,0.0575454408208105
N29131C,0.03391885607569614
N29141A,0.04569924881862532
N29142H,0.047818881692801685
N29131F,0.052001504161991036
