,cd
M_0852_0191,0.03957418655721907
M_0191_0852,0.028029936991695675
M_0191_0038,0.025126007654008322
M_0038_0191,0.03034083886244844
M_0037_0779_0039_U,0.0
M_0037_0038,0.051884499951818944
M_0821_0190,0.02263579496728549
M_0038_0037,0.04755918200632956
M_0821_0159,0.04538820010202881
M_0308_0011,0.01987567423274066
M_0011_0308,0.01983034451601858
M_0015_0159,0.03183890320958143
M_0039_0038,0.022224834594726423
M_0323_0032,0.011231868508088097
M_0032_0323,0.03462908460566872
M_0108_0478_0479,0.01689332620251517
