,cd
M_0821_0190,0.047701405087101405
M_0821_0159,0.11961145072053263
M_0852_0191,0.041227022700502464
M_0191_0852,0.0
M_0015_0159,0.043613964851094825
M_0038_0191,0.05961380504918592
M_0191_0038,0.02577249666590279
M_0037_0779_0039_U,0.0524313442787098
M_0037_0038,0.07975999526462726
M_0011_0308,0.023790367391746964
M_0308_0011,0.015845635072332345
M_0038_0037,0.03389213402559877
M_0039_0038,0.042833678548892085
M_0323_0032,0.009163617838457318
M_0032_0323,0.04581305222199649
M_0108_0478_0479,0.03841841620321563
