,cd
M_0038_0037,0.0336721365671237
M_0037_0038,0.08601011552754362
M_0037_0779_0039_U,0.042544741963072084
M_0191_0038,0.049099522224017894
M_0038_0191,0.05240476715132408
M_0039_0038,0.09376652141969972
M_0191_0852,0.04648042331568015
M_0852_0191,0.05301436389685016
M_0308_0011,0.0324759663181958
M_0011_0308,0.0662663041662801
M_0821_0190,0.06855044225046016
M_0323_0032,0.005780733539733442
M_0821_0159,0.07903552697007998
M_0032_0323,0.07862807897262021
M_0015_0159,0.04698582092179974
M_0108_0478_0479,0.0
