N31111W
307.0
299.0
291.0
275.0
268.0
276.0
270.0
267.0
243.0
248.0
245.0
248.0
236.0
233.0
228.0
241.0
224.0
206.0
189.0
177.0
188.0
181.0
175.0
165.0
169.0
174.0
172.0
169.0
180.0
182.0
183.0
179.0
171.0
173.0
169.5
172.5
171.5
164.5
167.5
153.5
141.5
138.5
141.0
148.0
154.0
153.0
144.5
145.5
142.5
137.5
133.5
129.5
132.5
130.5
128.0
123.0
112.0
105.0
111.0
107.0
112.0
114.0
112.0
109.0
107.0
102.0
97.0
98.0
96.0
90.0
88.0
83.0
75.0
72.0
75.0
77.0
69.0
75.0
78.0
79.0
83.0
88.0
87.5
88.5
88.5
97.5
96.5
103.5
108.5
107.5
112.5
113.5
111.5
114.5
119.0
130.0
132.0
134.0
138.0
137.0
141.0
140.0
141.0
144.0
158.0
157.0
162.0
162.0
166.0
175.0
182.0
190.0
190.0
203.0
204.0
213.0
211.0
222.0
221.0
224.0
228.0
223.0
217.0
226.0
244.0
240.0
245.0
251.0
263.0
266.0
266.0
277.0
281.0
300.0
312.0
306.0
297.0
310.0
317.0
315.0
317.0
314.0
336.0
341.0
339.0
342.0
357.0
366.0
385.0
383.0
393.0
404.0
407.0
427.0
422.0
408.0
424.0
415.0
401.0
409.0
407.0
418.0
426.0
427.0
419.0
413.0
409.0
416.0
411.0
417.0
429.0
427.0
425.0
422.0
423.0
421.0
424.0
420.0
420.0
431.0
448.0
440.0
433.0
434.0
436.0
442.0
437.0
431.0
427.0
433.0
441.0
436.0
413.0
417.0
418.0
404.0
410.0
413.0
406.0
415.0
429.0
432.0
414.0
414.0
426.0
426.0
455.0
478.0
478.0
488.0
514.0
530.0
552.0
572.0
605.0
621.0
630.0
653.0
648.0
655.0
661.0
653.0
642.0
620.0
596.0
578.0
558.0
536.0
536.0
513.0
486.0
456.0
433.0
432.0
424.0
430.0
416.0
408.0
401.0
410.0
403.0
411.0
411.0
414.0
419.0
413.0
410.0
400.0
407.0
402.0
391.0
382.0
368.0
358.0
350.0
357.0
353.0
330.0
321.0
319.0
322.0
322.0
327.0
330.0
334.0
329.0
336.0
335.0
352.0
368.0
371.0
376.0
370.0
365.0
368.0
377.0
372.0
367.0
366.0
353.0
329.0
326.0
330.0
325.0
325.0
326.0
329.0
317.0
327.0
334.0
325.0
325.0
335.0
334.0
325.0
327.0
327.0
317.0
311.0
294.0
278.0
283.0
291.5
294.5
281.0
266.0
257.0
242.0
231.0
237.0
236.0
245.0
241.0
215.0
199.5
195.5
186.0
196.0
193.0
202.0
210.0
214.0
211.0
208.0
213.0
224.0
225.5
221.5
229.0
218.5
221.5
217.5
202.5
184.5
185.5
175.5
173.5
167.5
168.0
164.0
164.5
164.0
159.0
148.0
152.0
157.0
144.0
145.0
139.0
134.0
130.0
126.0
122.0
116.0
112.0
116.0
109.0
102.0
104.0
99.0
97.0
99.0
93.0
89.0
85.0
87.0
88.0
81.0
78.0
77.0
75.0
77.0
72.0
75.0
78.0
85.0
85.0
87.0
89.0
94.0
94.0
96.0
101.0
104.0
108.0
102.0
97.0
90.0
94.0
90.0
88.0
82.0
89.0
94.0
102.0
98.0
106.0
110.0
118.0
124.0
117.0
124.0
129.0
136.0
135.0
130.0
127.0
137.0
131.0
138.0
136.0
136.0
149.0
152.0
161.0
176.0
177.0
175.0
178.0
183.0
195.0
204.0
226.0
233.0
242.0
242.0
249.0
253.0
264.0
286.0
295.0
305.0
327.0
339.0
343.0
366.0
363.0
374.0
372.0
376.0
391.0
397.0
391.0
384.0
378.0
366.0
377.0
369.0
380.0
390.0
401.0
392.0
384.0
380.0
394.0
408.0
406.0
407.0
399.0
410.0
410.0
409.0
411.0
420.0
428.0
440.0
439.0
444.0
440.0
454.0
457.0
457.0
463.0
453.0
447.0
451.0
462.0
461.0
462.0
464.0
468.0
457.0
457.0
445.0
450.0
464.0
472.0
464.0
452.0
455.0
451.0
442.0
453.0
464.0
469.0
494.0
478.0
481.0
484.0
497.0
509.0
504.0
508.0
507.0
499.0
485.0
468.0
457.0
452.0
446.0
432.0
426.0
411.0
403.0
389.0
377.0
353.0
354.0
357.0
335.0
340.0
320.0
323.0
326.0
317.0
317.0
321.0
324.0
334.0
323.0
320.0
319.0
313.0
319.0
308.0
298.0
299.0
295.0
291.0
292.0
283.0
280.0
278.0
277.0
282.0
276.0
269.0
276.0
282.0
280.0
284.0
286.0
291.0
293.0
292.0
288.0
282.0
283.0
279.0
268.0
250.0
248.0
237.0
225.0
224.0
233.0
232.0
234.0
235.0
240.0
252.0
250.0
260.0
262.0
265.0
261.0
254.0
241.0
229.0
222.0
210.0
198.0
187.0
176.0
165.0
154.0
152.0
159.0
166.0
173.0
177.0
177.5
177.5
175.5
176.5
171.5
168.0
161.0
151.33333333333334
137.83333333333334
121.83333333333331
108.33333333333331
95.66666666666669
91.16666666666669
84.66666666666667
77.66666666666667
64.66666666666667
58.66666666666666
53.16666666666666
51.16666666666666
48.833333333333336
46.833333333333336
46.833333333333336
42.833333333333336
42.0
38.0
34.5
38.5
38.5
41.5
39.5
36.5
34.5
36.0
40.0
42.5
50.0
53.0
55.0
53.0
56.0
51.0
50.0
53.0
55.0
56.0
53.0
50.0
42.0
39.0
39.0
36.0
44.0
48.0
50.0
50.0
47.0
48.0
47.0
49.0
52.0
56.0
59.0
68.0
62.0
67.0
73.0
78.0
88.5
96.5
110.5
130.5
139.5
151.5
188.5
199.5
221.5
239.5
255.5
272.5
288.0
295.0
303.0
314.0
325.0
326.0
307.0
310.0
326.0
335.0
339.0
342.0
345.5
360.5
372.5
370.5
370.0
366.0
361.5
362.0
347.5
340.0
336.0
339.0
347.5
344.0
335.0
334.0
335.5
345.0
356.5
359.5
361.6666666666667
362.1666666666667
360.5
355.0
346.3333333333333
337.8333333333333
339.8333333333333
345.8333333333333
353.8333333333333
357.3333333333333
356.3333333333333
360.8333333333333
359.1666666666667
358.1666666666667
370.8333333333333
375.3333333333333
381.0
382.0
382.0
370.0
366.0
378.0
390.5
392.0
398.5
405.0
402.0
401.5
390.0
394.5
400.0
411.5
414.5
418.0
415.5
411.0
412.5
413.0
416.0
421.5
428.0
430.0
428.0
429.0
429.5
407.0
404.0
407.0
405.6666666666667
408.6666666666667
417.1666666666667
409.1666666666667
434.1666666666667
468.6666666666667
484.6666666666667
501.1666666666667
525.6666666666666
547.6666666666666
559.1666666666666
577.1666666666666
588.0
597.0
601.0
619.0
650.5
671.5
676.0
667.0
675.0
701.0
736.0
766.0
793.5
813.5
831.5
860.5
853.0
849.0
872.0
908.0
918.0
950.0
952.5
955.5
989.5
1026.5
1039.0
1043.0
1043.5
1055.5
1078.0
1116.0
1146.5
1149.5
1154.5
1162.5
1126.0
1088.0
1057.5
1020.5
996.0
953.0
889.5
809.5
746.0
684.0
630.0
571.0
548.5
513.5
501.0
495.0
470.5
446.5
445.0
439.0
420.0
401.0
403.0
403.0
386.0
380.0
370.5
356.5
355.0
342.0
328.5
316.5
319.5
322.5
306.0
292.0
278.5
274.5
271.0
275.0
267.5
279.5
275.5
274.5
272.0
269.0
271.0
276.0
275.5
275.5
277.5
272.5
267.5
259.5
261.0
265.0
270.5
276.5
277.0
285.0
282.0
280.0
274.0
270.0
266.0
262.0
255.5
244.5
232.0
215.0
195.5
173.5
165.5
152.5
139.5
128.5
120.5
110.5
103.0
95.5
84.0
76.0
78.0
73.0
70.0
70.0
67.0
64.0
61.5
59.5
57.0
55.5
54.5
54.5
49.0
48.0
47.0
47.0
50.0
50.0
51.0
52.0
54.0
53.0
52.333333333333336
53.333333333333336
53.333333333333336
52.333333333333336
51.833333333333336
52.833333333333336
49.333333333333336
49.333333333333336
49.333333333333336
48.333333333333336
46.833333333333336
46.833333333333336
45.5
42.5
41.0
39.0
36.5
31.5
30.0
27.0
24.5
23.5
23.0
24.0
24.0
23.0
25.5
27.5
29.0
28.0
29.5
33.5
34.0
34.0
36.5
36.5
41.5
44.5
50.0
55.0
63.0
78.0
91.5
103.5
116.5
127.5
154.0
161.0
174.5
188.5
206.5
221.5
232.5
235.5
251.5
270.5
281.0
299.0
290.0
316.0
327.5
341.5
348.0
350.0
360.5
387.5
377.5
360.5
366.5
358.5
367.5
355.5
354.5
338.5
336.5
345.5
350.0
343.0
340.0
346.0
341.5
347.5
355.0
364.0
352.0
358.0
359.0
355.0
353.5
336.5
350.0
358.0
366.0
374.0
368.0
367.0
377.0
387.0
390.0
403.0
394.0
394.0
384.0
375.0
372.5
375.5
372.5
363.5
370.5
375.5
373.5
364.5
381.5
386.5
394.0
403.0
409.5
408.5
412.0
425.0
424.5
421.5
438.0
446.0
444.0
453.0
453.5
459.0
470.5
488.0
503.0
500.0
502.5
516.0
512.0
520.5
543.5
551.5
576.5
597.0
604.5
604.0
600.0
608.5
624.0
631.5
633.5
628.5
611.0
609.0
606.0
603.5
609.0
615.0
636.0
665.5
681.5
702.5
750.0
806.0
860.0
925.0
961.0
985.0
1009.0
1055.0
1097.0
1125.5
1148.0
1153.0
1143.5
1134.5
1143.5
1139.5
1142.5
1159.0
1170.5
1156.0
1148.5
1153.5
1150.5
1155.5
1168.0
1177.0
1164.0
1145.5
1117.0
1073.0
1024.5
977.5
923.0
859.5
813.0
779.0
732.5
671.5
615.0
571.0
545.5
533.5
520.5
505.0
494.0
487.0
471.0
443.0
423.5
419.0
414.0
408.5
397.5
382.5
368.0
364.5
363.0
358.5
360.0
367.0
364.5
357.0
357.5
358.5
366.5
367.5
367.5
368.5
365.0
356.5
359.0
365.5
374.5
385.0
391.0
390.0
392.0
400.5
404.5
398.0
394.0
394.5
384.0
365.0
345.5
327.5
307.0
295.5
281.0
264.5
255.5
251.5
246.5
244.0
243.0
242.5
242.5
241.5
241.5
234.0
233.5
231.0
226.0
220.5
206.5
191.5
180.5
170.0
157.0
143.5
128.0
116.0
100.5
93.0
85.5
79.0
77.5
75.0
67.0
60.0
56.0
52.0
49.5
50.5
52.5
50.5
48.0
45.0
45.5
44.0
47.0
47.0
46.0
50.5
53.5
55.5
52.0
48.5
49.0
50.0
47.5
47.5
46.0
47.5
51.0
47.5
43.0
39.0
36.5
36.0
37.5
39.5
42.0
44.5
44.0
41.0
37.0
35.0
36.0
38.0
40.5
39.5
37.5
37.5
38.5
39.0
47.0
57.0
66.0
75.5
85.5
91.5
98.0
108.0
116.0
123.0
134.0
146.0
156.0
171.0
195.0
221.0
231.0
243.0
254.0
271.0
293.0
308.0
324.5
336.5
347.0
359.0
358.0
352.5
358.0
363.0
377.0
386.5
387.0
391.0
395.5
401.0
403.5
399.5
403.5
410.5
414.5
413.5
402.0
389.5
379.0
370.0
358.5
354.0
344.0
338.0
330.5
316.0
315.0
317.0
324.5
339.5
347.0
349.0
350.0
350.0
353.5
353.5
353.5
359.5
357.0
363.5
365.0
351.5
355.5
369.0
374.5
371.5
373.0
374.0
375.5
382.0
387.0
391.0
404.5
419.5
423.0
420.5
420.0
423.0
426.5
431.0
437.5
438.0
435.5
423.5
417.5
421.5
417.0
414.0
412.5
409.5
416.5
425.0
420.5
421.0
428.0
438.5
434.5
433.0
448.0
466.5
496.5
533.5
553.5
570.5
598.0
615.5
618.0
617.5
627.5
648.0
674.5
703.0
721.0
721.0
730.5
760.5
810.5
869.0
922.0
975.0
1026.0
1052.5
1067.0
1080.0
1091.5
1112.5
1137.0
1134.0
1124.0
1115.0
1131.5
1144.5
1132.0
1124.5
1134.0
1141.5
1143.5
1153.5
1153.5
1158.0
1162.0
1166.5
1147.0
1122.5
1112.0
1107.5
1076.0
1039.5
1017.5
996.0
960.5
909.5
855.0
799.5
760.5
728.5
698.5
661.0
634.0
614.5
592.0
562.0
540.0
531.5
510.0
486.0
466.5
453.5
442.5
437.5
430.0
418.5
404.5
391.5
384.0
376.5
370.0
366.5
359.0
346.0
341.0
331.0
328.0
320.5
309.0
299.5
304.0
313.5
324.0
327.0
330.5
333.5
324.0
320.5
317.5
317.5
316.0
314.5
297.0
279.0
263.0
253.5
246.5
236.5
234.0
227.5
210.0
193.0
184.5
180.5
183.0
186.0
182.5
176.0
170.0
165.0
154.0
145.0
143.5
144.0
141.5
137.0
130.0
121.5
116.5
108.5
96.5
91.5
91.0
91.5
93.5
88.5
82.5
76.5
72.16666666666667
69.66666666666667
64.16666666666667
62.16666666666666
66.16666666666667
68.16666666666667
70.16666666666667
72.16666666666667
68.66666666666667
67.66666666666667
67.66666666666667
67.66666666666667
66.5
62.0
61.0
64.0
63.0
60.5
55.0
49.0
46.0
46.0
45.0
42.0
40.5
41.0
41.5
39.5
39.0
39.0
38.0
34.5
36.0
41.0
44.0
49.0
49.5
47.5
46.0
43.0
38.5
38.0
43.5
51.0
48.0
45.0
46.5
42.5
42.5
45.5
52.5
55.5
59.5
62.5
62.333333333333336
62.333333333333336
68.66666666666667
75.66666666666667
81.16666666666667
92.66666666666669
102.16666666666669
110.16666666666669
114.16666666666669
123.16666666666669
134.16666666666666
162.66666666666666
183.33333333333331
202.83333333333331
220.16666666666663
221.16666666666663
231.16666666666663
243.66666666666663
254.66666666666663
271.6666666666667
300.1666666666667
332.1666666666667
349.6666666666667
354.1666666666667
363.1666666666667
371.1666666666667
377.0
397.5
408.5
416.5
428.5
430.5
416.0
393.0
385.0
369.0
358.5
350.0
353.0
348.5
339.0
329.5
317.5
316.0
319.5
327.5
334.0
338.0
342.5
344.0
340.5
347.5
357.5
365.5
371.0
373.0
376.0
374.5
369.5
370.5
370.0
373.5
372.5
368.5
372.5
372.5
374.0
375.0
369.5
375.5
393.5
405.5
405.5
404.5
406.0
404.0
408.0
424.0
437.0
445.5
458.5
462.5
460.0
467.0
477.1666666666667
483.1666666666667
493.1666666666667
504.6666666666667
501.6666666666667
488.6666666666667
479.6666666666667
478.1666666666667
483.6666666666667
489.6666666666667
485.6666666666667
471.6666666666667
473.5
477.0
479.0
488.5
495.5
511.0
527.5
530.5
532.0
542.5
554.0
569.0
582.5
608.5
635.0
646.5
663.0
677.0
690.5
724.0
778.5
835.0
883.5
923.0
959.0
982.5
984.5
1002.0
1036.5
1076.0
1114.0
1141.5
1137.5
1117.0
1118.5
1124.5
1128.0
1133.0
1145.0
1150.0
1138.5
1120.0
1101.5
1093.5
1097.0
1094.0
1072.5
1054.5
1029.5
993.0
957.5
913.0
881.0
854.0
820.0
773.0
716.5
669.0
628.0
587.5
557.5
539.0
528.5
529.0
511.5
482.0
465.0
455.5
450.0
448.5
456.0
464.0
467.5
466.5
463.0
455.0
448.5
446.5
443.5
434.0
423.0
415.0
392.3333333333333
378.3333333333333
370.3333333333333
360.8333333333333
346.8333333333333
337.3333333333333
334.8333333333333
333.3333333333333
332.8333333333333
340.3333333333333
346.3333333333333
349.8333333333333
357.5
355.5
350.5
347.5
350.0
346.5
347.0
345.0
336.0
328.0
323.0
314.5
305.5
303.5
299.5
294.0
292.5
290.0
275.0
267.5
266.0
255.0
246.0
238.5
229.5
213.0
199.0
190.0
180.0
172.5
169.0
163.5
153.5
143.5
143.5
132.0
125.5
122.5
115.5
107.5
103.5
99.5
93.0
86.0
83.0
80.0
69.5
72.5
74.5
77.0
78.0
80.0
83.5
82.5
85.5
88.5
88.5
98.5
98.5
92.0
88.0
85.5
84.16666666666667
81.16666666666667
71.66666666666667
70.66666666666667
70.66666666666667
66.66666666666667
64.16666666666667
55.66666666666666
51.16666666666666
53.16666666666666
54.66666666666666
52.66666666666666
51.5
51.5
55.0
55.0
54.5
56.0
56.0
53.5
50.5
48.5
47.0
47.0
49.0
51.5
51.5
51.0
48.5
48.5
52.5
56.5
60.5
66.0
74.5
82.0
89.5
99.0
109.0
121.0
136.5
152.0
171.5
193.5
212.0
234.0
251.0
259.0
268.0
278.5
292.5
304.5
311.0
323.5
333.5
335.0
339.5
338.5
340.5
355.0
367.0
375.5
381.0
390.5
394.0
389.0
375.5
369.5
373.0
382.5
384.5
375.0
365.0
361.5
365.0
368.5
374.0
372.5
379.0
388.0
380.5
368.0
369.0
374.5
382.5
385.5
384.0
383.5
384.0
394.0
401.0
397.5
403.5
416.0
420.5
423.0
423.0
425.0
422.0
415.0
425.0
434.5
433.5
444.5
459.0
461.5
465.0
467.5
467.5
469.5
473.0
471.0
462.0
449.0
451.0
449.0
440.5
432.0
425.0
427.5
438.0
447.5
449.5
455.0
461.5
471.0
481.0
484.5
487.5
498.0
509.0
523.5
533.0
538.0
549.5
