,N31111U
N06351L,0.07214802724768321
N06411H,0.0759926287802761
N06421A,0.025681383401338225
N06421D,0.042188129850253955
N06421E,0.0
N06421F,0.0
N06421G,0.051495485696865635
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.03604633540379258
