,N31111W
N06351L,0.02616230086699841
N06411H,0.026966644525804443
N06421A,0.0017809520287300374
N06421D,0.007181475273938168
N06421E,0.0
N06421F,0.018860709628598538
N06421G,0.023597649825389064
N06431Y,0.021413595041215927
N31111S,0.03523907111425883
N31111U,0.010616684726733522
N31111W,0.0
