,N06421D
N06351L,0.005656505432586326
N06411H,0.008646150078727934
N06421A,0.0036476217520460524
N06421D,0.0
N06421E,0.004051745062204911
N06421F,0.036883527636022075
N06421G,0.004637831042715923
N06431Y,0.026444404543254803
N31111S,0.005325285812359303
N31111U,0.0018323242987917788
N31111W,0.006202632431388236
