,N06421F
N06351L,0.014720767138430534
N06411H,0.02253987641168637
N06421A,0.0
N06421D,0.017288414297076338
N06421E,0.0010782028741866106
N06421F,0.0
N06421G,0.005520350577795213
N06431Y,0.023608547719379747
N31111S,0.00595155478482034
N31111U,0.0
N31111W,0.0018662787404592016
