,N06421E
N06351L,0.030661832907458778
N06411H,0.03151010022527395
N06421A,0.0
N06421D,0.015901656356563633
N06421E,0.0
N06421F,0.014647358819826924
N06421G,0.03366913146477229
N06431Y,0.02060033217233625
N31111S,0.04298334884258821
N31111U,0.008852151850911838
N31111W,0.02902666369598503
