,N06421G
N06351L,0.050039419705248556
N06411H,0.053031951373700356
N06421A,0.008823349804472809
N06421D,0.012496077892245184
N06421E,0.021395752805501708
N06421F,0.027376475675170663
N06421G,0.0
N06431Y,0.019392380341022027
N31111S,0.032070489528169745
N31111U,0.012714932374148993
N31111W,0.015213809796757613
