,N06411H
N06351L,0.000922533472463748
N06411H,0.0
N06421A,0.005856276595080052
N06421D,0.01708512007907886
N06421E,0.009217846963297504
N06421F,0.029789409963432968
N06421G,0.012807356015595147
N06431Y,0.02653705293670285
N31111S,0.006576696525052523
N31111U,0.0033084793771858134
N31111W,0.011761760465064646
