,N06431Y
N06351L,0.02204574351924454
N06411H,0.030250528646611107
N06421A,0.0
N06421D,0.03938675343220191
N06421E,0.010482847477639457
N06421F,0.037874192389134684
N06421G,0.02512012611929696
N06431Y,0.0
N31111S,0.007849334439954222
N31111U,0.0
N31111W,0.014160265828686035
