,cd
M_0852_0191,0.03863882711229693
M_0191_0852,0.068877349155504
M_0191_0038,0.039034022160970606
M_0038_0191,0.06543076319760363
M_0037_0779_0039_U,0.0
M_0037_0038,0.009259026123094646
M_0821_0190,0.08488724512228935
M_0038_0037,0.025867024312807203
M_0821_0159,0.01739823706236093
M_0308_0011,0.022850186428912185
M_0011_0308,0.06998324676779177
M_0015_0159,0.04915526247186983
M_0039_0038,0.10003075026098426
M_0323_0032,0.005949720594639558
M_0032_0323,0.030455893532942827
M_0108_0478_0479,0.011849334775788024
