,cd
M_0038_0037,0.028146442938825327
M_0037_0038,0.08211103746499136
M_0037_0779_0039_U,0.03352590540975171
M_0191_0038,0.0350962463994517
M_0038_0191,0.05153911368538282
M_0039_0038,0.06944471185479735
M_0191_0852,0.035751250902585956
M_0852_0191,0.04645630137870888
M_0308_0011,0.030533146529790667
M_0011_0308,0.04601087878911096
M_0821_0190,0.04852552136911758
M_0323_0032,0.0066375207642807256
M_0821_0159,0.07495756477588152
M_0032_0323,0.06542875363016484
M_0015_0159,0.03941166599303177
M_0108_0478_0479,0.0
