,cd
M_0038_0037,0.01190856558692168
M_0037_0038,0.008096124148689552
M_0037_0779_0039_U,0.023396938978143277
M_0191_0038,0.01345356440121279
M_0038_0191,0.03753013456789208
M_0039_0038,0.032221276685198474
M_0191_0852,0.02854404439224115
M_0852_0191,0.01279603981497386
M_0308_0011,0.016309112842172593
M_0011_0308,0.035592654220849354
M_0821_0190,0.02526859272248425
M_0323_0032,0.003621843179450828
M_0821_0159,0.009357178713386517
M_0032_0323,0.01889834057306388
M_0015_0159,0.015420132947540778
M_0108_0478_0479,0.0
