,cd
M_0852_0191,0.019849747237291417
M_0191_0852,0.05298493182812683
M_0191_0038,0.01760090234995478
M_0038_0191,0.026402723188089824
M_0037_0779_0039_U,0.0
M_0037_0038,0.00804005650606629
M_0821_0190,0.04515955294962302
M_0038_0037,0.01535313358023842
M_0821_0159,0.01356250000315215
M_0308_0011,0.008526106396766018
M_0011_0308,0.0321599260112279
M_0015_0159,0.02727275005883753
M_0039_0038,0.04846780179772397
M_0323_0032,0.004914279431183062
M_0032_0323,0.02623806643652013
M_0108_0478_0479,0.006245979398951302
