,cd
M_0821_0159,0.007283164452098014
M_0821_0190,0.04199410637778719
M_0015_0159,0.026232516799484837
M_0852_0191,0.0
M_0191_0852,0.021579441892326804
M_0191_0038,0.02697300150011141
M_0038_0191,0.009996172145148249
M_0011_0308,0.022510127253511106
M_0308_0011,0.006812855816599674
M_0037_0779_0039_U,0.016852537526945592
M_0037_0038,0.009771945307677195
M_0038_0037,0.012195878966511788
M_0039_0038,0.027381722924310133
M_0323_0032,0.005232801491777403
M_0032_0323,0.011030991849108931
M_0108_0478_0479,0.0049926786093596656
