from,to,cost
1220027800,1220029600,877.9086765000001
1220027800,1220032300,877.9086765000001
1220027800,1220030400,877.9086765000001
1220027800,1220031300,877.9086765000001
1220025000,1220027900,10.0
1220025000,1220030700,785.8715491
1220025000,1220027800,785.8715491
1220025000,1210027600,785.8715491
1220025000,1220030500,785.8715491
1220025000,1220025000,0.0
1220025000,1220025100,776.8557962
1220025000,1220021000,776.8557962
1220025000,1210022200,776.8557962
1220025000,1220023400,776.8557962
1220025000,1220027300,10.0
1220025000,1220026200,872.9791098
1220025000,1220029700,872.9791098
1220025000,1220027200,872.9791098
1220025000,1220028300,872.9791098
1220025000,1210025400,10.0
1220025000,1210025500,326.38018650000004
1220025000,1210024400,326.38018650000004
1220025000,1210023000,326.38018650000004
1220021000,1220025100,10.0
1220021000,1220027900,776.8557962
1220021000,1220025000,776.8557962
1220021000,1220027300,776.8557962
1220021000,1210025400,776.8557962
1220021000,1220021000,0.0
1220021000,1220021100,586.7685271
1220021000,1220016200,586.7685271
1220021000,1210020000,586.7685271
1220021000,1220019500,586.7685271
1220021000,1210022200,10.0
1220021000,1210020800,333.0368499
1220021000,1210023100,333.0368499
1220021000,1210022300,333.0368499
1220021000,1210021000,333.0368499
1220021000,1220023400,10.0
1220021000,1220023300,317.1169225
1220021000,1220024100,317.1169225
1220016200,1220021100,10.0
1220016200,1220025100,586.7685271
1220016200,1220021000,586.7685271
1220016200,1210022200,586.7685271
1220016200,1220023400,586.7685271
1220016200,1220016200,0.0
1220016200,1220016300,414.8826527
1220016200,1220011800,414.8826527
1220016200,1220015500,414.8826527
1220016200,1210018200,414.8826527
1220016200,1210020000,10.0
1220016200,1210019000,326.72341989999995
1220016200,1210020100,326.72341989999995
1220016200,1210018600,326.72341989999995
1220016200,1210020900,326.72341989999995
1220016200,1220019500,10.0
1220016200,1220020700,317.4951646
1220016200,1220019400,317.4951646
1220011800,1220016300,10.0
1220011800,1220021100,414.8826527
1220011800,1220016200,414.8826527
1220011800,1210020000,414.8826527
1220011800,1220019500,414.8826527
1220011800,1220011800,0.0
1220011800,1220011900,594.0718552
1220011800,1210013600,594.0718552
1220011800,1220010300,594.0718552
1220011800,1210015400,594.0718552
1220011800,1220015500,10.0
1220011800,1220016700,321.86751780000003
1220011800,1220015400,321.86751780000003
1220011800,1210018200,10.0
1220011800,1210016400,329.46801760000005
1220011800,1210018700,329.46801760000005
1220011800,1210017000,329.46801760000005
1220011800,1210018300,329.46801760000005
1210013600,1220011900,10.0
1210013600,1220016300,594.0718552
1210013600,1220011800,594.0718552
1210013600,1220015500,594.0718552
1210013600,1210018200,594.0718552
1210013600,1210013600,0.0
1210013600,1210013700,824.057763
1210013600,1210011200,824.057763
1210013600,3201503900,824.057763
1210013600,3201504000,824.057763
1210013600,1220010300,10.0
1210013600,1220010700,650.16889
1210013600,1220010200,650.16889
1210013600,1220009000,650.16889
1210013600,1220013500,650.16889
1210013600,1210015400,10.0
1210013600,1210015500,380.96524639999996
1210013600,1210015300,380.96524639999996
1210013600,1210016500,380.96524639999996
1210011200,1210013700,10.0
1210011200,1220011900,824.057763
1210011200,1210013600,824.057763
1210011200,1220010300,824.057763
1210011200,1210015400,824.057763
1210011200,1210011200,0.0
1210011200,1210011300,275.04437189999993
1210011200,1210010200,275.04437189999993
1210011200,1210011500,275.04437189999993
1210011200,1210010000,275.04437189999993
1210011200,3201503900,10.0
1210011200,1220007600,557.3717544
1210011200,1220009100,557.3717544
1210011200,3201503800,557.3717544
1210011200,3201504000,10.0
1210011200,3201504100,856.9439194
1210011200,3201504400,856.9439194
1210010200,1210011300,10.0
1210010200,1210013700,275.04437189999993
1210010200,1210011200,275.04437189999993
1210010200,3201503900,275.04437189999993
1210010200,3201504000,275.04437189999993
1210010200,1210010200,0.0
1210010200,1210010300,213.64700519999997
1210010200,1210009400,213.64700519999997
1210010200,1210010700,213.64700519999997
1210010200,1210011500,10.0
1210010200,1220007200,677.9940780000001
1210010200,1220007700,677.9940780000001
1210010200,1220007900,677.9940780000001
1210010200,1210011400,677.9940780000001
1210010200,1210010000,10.0
1210010200,3201504500,847.0842445000001
1210010200,1210010100,847.0842445000001
1210010200,1210007400,847.0842445000001
1210009400,1210010300,10.0
1210009400,1210011300,213.64700519999997
1210009400,1210010200,213.64700519999997
1210009400,1210011500,213.64700519999997
1210009400,1210010000,213.64700519999997
1210009400,1210009400,0.0
1210009400,1210009500,445.68686219999995
1210009400,1210008400,445.68686219999995
1210009400,1210010700,10.0
1210009400,1220007100,719.5990922
1210009400,1220006400,719.5990922
1210009400,1220007300,719.5990922
1210009400,1210010600,719.5990922
1210008400,1210009500,10.0
1210008400,1210010300,445.68686219999995
1210008400,1210009400,445.68686219999995
1210008400,1210010700,445.68686219999995
1210008400,1210008400,0.0
1210008400,1210008500,137.1011005
1210008400,1210007600,137.1011005
1210007600,1210008500,10.0
1210007600,1210009500,137.1011005
1210007600,1210008400,137.1011005
1210007600,1210007600,0.0
1210007600,1210007700,428.7802603
1210007600,1210002800,428.7802603
1210007600,1210002500,428.7802603
1210007600,1210006800,428.7802603
1030000400,1220004800,867.8305075
1030000400,1220005300,867.8305075
1020000900,1220036600,942.6361244999999
1020000900,1220037100,942.6361244999999
1020000300,1210028900,1121.525837
1020000300,1210026600,1121.525837
1020000200,1210027900,1306.563852
1020000200,1210024000,1306.563852
1020000400,1210027900,1306.563852
1020000400,1210024000,1306.563852
1020001000,1210028900,1121.525837
1020001000,1210026600,1121.525837
1020001600,1210030700,822.4628409
1020001600,1210006200,822.4628409
1030001200,1220036600,942.6361244999999
1030001200,1220037100,942.6361244999999
1030000700,1220036800,810.6090897
1030000700,1220037300,810.6090897
1040000700,1220004800,867.8305075
1040000700,1220005300,867.8305075
1220020500,1220020500,0.0
1220020500,1220018600,657.6213305
1220020500,1220020400,657.6213305
1220020500,1220017800,657.6213305
1220020500,1220017400,10.0
1220020500,1220017100,336.78015310000006
1220020500,1220014400,336.78015310000006
1220020500,1220017500,336.78015310000006
1220018600,1220018600,0.0
1220018600,1220017200,317.0075188
1220018600,1220018700,317.0075188
1220018600,1220020400,10.0
1220018600,1220020500,657.6213305
1220018600,1220017400,657.6213305
1220018600,1220017800,10.0
1220018600,1220014800,318.18512020000003
1220018600,1220017900,318.18512020000003
1220017200,1220017200,0.0
1220017200,1220015600,334.31306989999996
1220017200,1220017300,334.31306989999996
1220017200,1220001100,334.31306989999996
1220017200,1220001600,334.31306989999996
1220017200,1220018700,10.0
1220017200,1220018600,317.0075188
1220017200,1220020400,317.0075188
1220017200,1220017800,317.0075188
1220015600,1220015600,0.0
1220015600,1220013600,383.21178660000004
1220015600,1220015700,383.21178660000004
1220015600,1220017300,10.0
1220015600,1220017200,334.31306989999996
1220015600,1220018700,334.31306989999996
1220015600,1220001100,10.0
1220015600,1220000900,327.42749360000005
1220015600,1220001200,327.42749360000005
1220015600,1220001600,10.0
1220015600,1220016800,341.65970550000003
1220015600,1220001500,341.65970550000003
1220015600,1220002000,341.65970550000003
1220013600,1220013600,0.0
1220013600,1220012000,270.8728037
1220013600,1220013700,270.8728037
1220013600,1220012600,270.8728037
1220013600,1220015100,270.8728037
1220013600,1220015700,10.0
1220013600,1220015600,383.21178660000004
1220013600,1220017300,383.21178660000004
1220013600,1220001100,383.21178660000004
1220013600,1220001600,383.21178660000004
1220012000,1220012000,0.0
1220012000,1220008200,862.0210427999999
1220012000,1220012100,862.0210427999999
1220012000,1220008600,862.0210427999999
1220012000,1220011100,862.0210427999999
1220012000,1220013700,10.0
1220012000,1220013600,270.8728037
1220012000,1220015700,270.8728037
1220012000,1220012600,10.0
1220012000,1220009400,364.9623551
1220012000,1220012700,364.9623551
1220012000,1220015100,10.0
1220012000,1220015000,283.8549683
1220012000,1220018300,283.8549683
1220012000,1220015200,283.8549683
1220008200,1220008200,0.0
1220008200,1220007000,552.5083997
1220008200,1220008300,552.5083997
1220008200,1220006800,552.5083997
1220008200,1220008500,552.5083997
1220008200,1220012100,10.0
1220008200,1220012000,862.0210427999999
1220008200,1220013700,862.0210427999999
1220008200,1220012600,862.0210427999999
1220008200,1220015100,862.0210427999999
1220008200,1220008600,10.0
1220008200,1220007400,443.1490214
1220008200,1220008700,443.1490214
1220008200,1220011100,10.0
1220008200,1220011000,279.689012
1220008200,1220014100,279.689012
1220007000,1220007000,0.0
1220007000,1220007100,867.8980602
1220007000,1220006400,867.8980602
1220007000,1220007300,867.8980602
1220007000,1210010600,867.8980602
1220007000,1220008300,10.0
1220007000,1220008200,552.5083997
1220007000,1220012100,552.5083997
1220007000,1220008600,552.5083997
1220007000,1220011100,552.5083997
1220007000,1220006800,10.0
1220007000,1220000400,729.0927052999999
1220007000,1220000100,729.0927052999999
1220007000,1210007800,729.0927052999999
1220007000,1220006900,729.0927052999999
1220007000,1220008500,10.0
1220007000,1220008400,412.6624203
1220007000,1220011500,412.6624203
1220007100,1220007100,0.0
1220007100,1220007000,867.8980602
1220007100,1220008300,867.8980602
1220007100,1220006800,867.8980602
1220007100,1220008500,867.8980602
1220007100,1220006400,10.0
1220007100,1220006200,621.098803
1220007100,1220006500,621.098803
1220007100,1220007300,10.0
1220007100,1220007200,260.4070419
1220007100,1220007700,260.4070419
1220007100,1220007900,260.4070419
1220007100,1210011400,260.4070419
1220007100,1210010600,10.0
1220007100,1210010300,719.5990922
1220007100,1210009400,719.5990922
1220007100,1210010700,719.5990922
1220008300,1220007000,10.0
1220008300,1220007100,867.8980602
1220008300,1220006400,867.8980602
1220008300,1220007300,867.8980602
1220008300,1210010600,867.8980602
1220008300,1220008300,0.0
1220008300,1220008200,552.5083997
1220008300,1220012100,552.5083997
1220008300,1220008600,552.5083997
1220008300,1220011100,552.5083997
1220008300,1220006800,10.0
1220008300,1220000400,729.0927052999999
1220008300,1220000100,729.0927052999999
1220008300,1210007800,729.0927052999999
1220008300,1220006900,729.0927052999999
1220008300,1220008500,10.0
1220008300,1220008400,412.6624203
1220008300,1220011500,412.6624203
1220012100,1220008200,10.0
1220012100,1220007000,552.5083997
1220012100,1220008300,552.5083997
1220012100,1220006800,552.5083997
1220012100,1220008500,552.5083997
1220012100,1220012100,0.0
1220012100,1220012000,862.0210427999999
1220012100,1220013700,862.0210427999999
1220012100,1220012600,862.0210427999999
1220012100,1220015100,862.0210427999999
1220012100,1220008600,10.0
1220012100,1220007400,443.1490214
1220012100,1220008700,443.1490214
1220012100,1220011100,10.0
1220012100,1220011000,279.689012
1220012100,1220014100,279.689012
1220013700,1220012000,10.0
1220013700,1220008200,862.0210427999999
1220013700,1220012100,862.0210427999999
1220013700,1220008600,862.0210427999999
1220013700,1220011100,862.0210427999999
1220013700,1220013700,0.0
1220013700,1220013600,270.8728037
1220013700,1220015700,270.8728037
1220013700,1220012600,10.0
1220013700,1220009400,364.9623551
1220013700,1220012700,364.9623551
1220013700,1220015100,10.0
1220013700,1220015000,283.8549683
1220013700,1220018300,283.8549683
1220013700,1220015200,283.8549683
1220015700,1220013600,10.0
1220015700,1220012000,270.8728037
1220015700,1220013700,270.8728037
1220015700,1220012600,270.8728037
1220015700,1220015100,270.8728037
1220015700,1220015700,0.0
1220015700,1220015600,383.21178660000004
1220015700,1220017300,383.21178660000004
1220015700,1220001100,383.21178660000004
1220015700,1220001600,383.21178660000004
1220017300,1220015600,10.0
1220017300,1220013600,383.21178660000004
1220017300,1220015700,383.21178660000004
1220017300,1220017300,0.0
1220017300,1220017200,334.31306989999996
1220017300,1220018700,334.31306989999996
1220017300,1220001100,10.0
1220017300,1220000900,327.42749360000005
1220017300,1220001200,327.42749360000005
1220017300,1220001600,10.0
1220017300,1220016800,341.65970550000003
1220017300,1220001500,341.65970550000003
1220017300,1220002000,341.65970550000003
1220018700,1220017200,10.0
1220018700,1220015600,334.31306989999996
1220018700,1220017300,334.31306989999996
1220018700,1220001100,334.31306989999996
1220018700,1220001600,334.31306989999996
1220018700,1220018700,0.0
1220018700,1220018600,317.0075188
1220018700,1220020400,317.0075188
1220018700,1220017800,317.0075188
1220020400,1220018600,10.0
1220020400,1220017200,317.0075188
1220020400,1220018700,317.0075188
1220020400,1220020400,0.0
1220020400,1220020500,657.6213305
1220020400,1220017400,657.6213305
1220020400,1220017800,10.0
1220020400,1220014800,318.18512020000003
1220020400,1220017900,318.18512020000003
1210005100,1210030000,10.0
1210005100,1210030100,558.2059002999999
1210005100,1220030600,558.2059002999999
1210005100,1210029400,558.2059002999999
1210005100,1220032700,558.2059002999999
1210005200,1210006300,1997.6067489999998
1030006400,1220036800,810.6090897
1030006400,1220037300,810.6090897
1210008100,1210008100,0.0
1210008000,1210008100,2139.832727
1210008000,1210009800,399.20968339999996
1210008000,1210010900,399.20968339999996
1210008000,1210012300,399.20968339999996
1210008000,1210017700,984.6462554999999
1210008000,1210013200,984.6462554999999
1210008000,1210014500,984.6462554999999
1210008000,1210016300,984.6462554999999
1220008000,1220008000,0.0
1220008000,1220010100,809.1168974999999
1220008000,1220008100,809.1168974999999
1220008000,1220010900,809.1168974999999
1220008000,1220012900,10.0
1220008000,1220014500,630.9460247000001
1220008000,1220012800,630.9460247000001
1220008000,1220010800,630.9460247000001
1220008000,1220014900,630.9460247000001
1220008000,1220000700,10.0
1220008000,1220009500,605.7580968999999
1220008000,1220000800,605.7580968999999
1220008000,1220000500,605.7580968999999
1220008000,1220001000,10.0
1220008000,1220000900,311.9392372
1220008000,1220001200,311.9392372
1220010100,1220010100,0.0
1220010100,1220013300,1638.349003
1220010100,1220010000,1638.349003
1220010100,1220013900,1638.349003
1220010100,1220006600,1638.349003
1220010100,1220008100,10.0
1220010100,1220008000,809.1168974999999
1220010100,1220012900,809.1168974999999
1220010100,1220000700,809.1168974999999
1220010100,1220001000,809.1168974999999
1220010100,1220010900,10.0
1220010100,1220014500,637.6254421
1220010100,1220012800,637.6254421
1220010100,1220010800,637.6254421
1220010100,1220014900,637.6254421
1220013300,1220013300,0.0
1220013300,1220010000,10.0
1220013300,1220010100,1638.349003
1220013300,1220008100,1638.349003
1220013300,1220010900,1638.349003
1220013300,1220013900,10.0
1220013300,1220020300,696.8246565000001
1220013300,1220013800,696.8246565000001
1220013300,1220018900,696.8246565000001
1220013300,1220017000,696.8246565000001
1220013300,1220006600,10.0
1220013300,1220006700,2577.510884
1220013300,1220005800,2577.510884
1220013300,1220006100,2577.510884
1220013300,1210007000,2577.510884
1220013200,1220013300,719.0310901
1220013200,1220010000,719.0310901
1220013200,1220013900,719.0310901
1220013200,1220006600,719.0310901
1220010000,1220013300,10.0
1220010000,1220010000,0.0
1220010000,1220010100,1638.349003
1220010000,1220008100,1638.349003
1220010000,1220010900,1638.349003
1220010000,1220013900,10.0
1220010000,1220020300,696.8246565000001
1220010000,1220013800,696.8246565000001
1220010000,1220018900,696.8246565000001
1220010000,1220017000,696.8246565000001
1220010000,1220006600,10.0
1220010000,1220006700,2577.510884
1220010000,1220005800,2577.510884
1220010000,1220006100,2577.510884
1220010000,1210007000,2577.510884
1220008100,1220010100,10.0
1220008100,1220013300,1638.349003
1220008100,1220010000,1638.349003
1220008100,1220013900,1638.349003
1220008100,1220006600,1638.349003
1220008100,1220008100,0.0
1220008100,1220008000,809.1168974999999
1220008100,1220012900,809.1168974999999
1220008100,1220000700,809.1168974999999
1220008100,1220001000,809.1168974999999
1220008100,1220010900,10.0
1220008100,1220014500,637.6254421
1220008100,1220012800,637.6254421
1220008100,1220010800,637.6254421
1220008100,1220014900,637.6254421
1210029400,1210030100,10.0
1210029400,1210006300,557.7414187
1210029400,1220030600,10.0
1210029400,1220030700,578.5830437999999
1210029400,1220027800,578.5830437999999
1210029400,1210027600,578.5830437999999
1210029400,1220030500,578.5830437999999
1210029400,1210029400,0.0
1210029400,1210029700,520.0232321999999
1210029400,1210029500,520.0232321999999
1210029400,1220032700,10.0
1210029400,1220032200,841.6489976
1210029400,1220034500,841.6489976
1210029400,1220032600,841.6489976
1210029400,1220033700,841.6489976
1210029700,1210029700,0.0
1210029700,1210029600,361.6120777
1210029700,1210029000,361.6120777
1210029700,1210030300,361.6120777
1210029700,1210029500,10.0
1210029700,1210030100,520.0232321999999
1210029700,1220030600,520.0232321999999
1210029700,1210029400,520.0232321999999
1210029700,1220032700,520.0232321999999
1210029600,1210029600,0.0
1210029600,1210029700,361.6120777
1210029600,1210029500,361.6120777
1210029600,1210029000,10.0
1210029600,1210028200,617.0513967
1210029600,1210029100,617.0513967
1210029600,1210030300,10.0
1210029600,1210030200,680.2140829
1210029600,1210030500,680.2140829
1210029500,1210029700,10.0
1210029500,1210029600,361.6120777
1210029500,1210029000,361.6120777
1210029500,1210030300,361.6120777
1210029500,1210029500,0.0
1210029500,1210030100,520.0232321999999
1210029500,1220030600,520.0232321999999
1210029500,1210029400,520.0232321999999
1210029500,1220032700,520.0232321999999
1210010800,1210008100,2139.832727
1210010800,1210009800,399.20968339999996
1210010800,1210010900,399.20968339999996
1210010800,1210012300,399.20968339999996
1210010800,1210017700,984.6462554999999
1210010800,1210013200,984.6462554999999
1210010800,1210014500,984.6462554999999
1210010800,1210016300,984.6462554999999
1210009800,1210009800,0.0
1210009800,1210011100,1404.265829
1210009800,1210009900,1404.265829
1210009800,1210011900,1404.265829
1210009800,1210010900,10.0
1210009800,1210012300,10.0
1210009800,1210012200,836.4076641
1210009800,1210013100,836.4076641
1210011100,1210011100,0.0
1210011100,1210012500,531.245484
1210011100,1210011000,531.245484
1210011100,1210012900,531.245484
1210011100,1210009900,10.0
1210011100,1210009800,1404.265829
1210011100,1210010900,1404.265829
1210011100,1210012300,1404.265829
1210011100,1210011900,10.0
1210011100,1210015700,805.4761512
1210011100,1210011800,805.4761512
1210011100,1210013000,805.4761512
1210011100,1210013900,805.4761512
1210012500,1210012500,0.0
1210012500,1210013500,637.0970120000001
1210012500,1210012400,637.0970120000001
1210012500,1210014100,637.0970120000001
1210012500,1210008800,637.0970120000001
1210012500,1210011000,10.0
1210012500,1210011100,531.245484
1210012500,1210009900,531.245484
1210012500,1210011900,531.245484
1210012500,1210012900,10.0
1210012500,1210016900,620.0744442000001
1210012500,1210012800,620.0744442000001
1210012500,1210013800,620.0744442000001
1210012500,1210014900,620.0744442000001
1210013500,1210013500,0.0
1210013500,1210014300,468.89887710000005
1210013500,1210013400,468.89887710000005
1210013500,1210015100,468.89887710000005
1210013500,1210012400,10.0
1210013500,1210012500,637.0970120000001
1210013500,1210011000,637.0970120000001
1210013500,1210012900,637.0970120000001
1210013500,1210014100,10.0
1210013500,1210016100,416.4795254
1210013500,1210014000,416.4795254
1210013500,1210014800,416.4795254
1210013500,1210015900,416.4795254
1210013500,1210008800,10.0
1210013500,1210000300,2349.3228480000002
1210014300,1210014300,0.0
1210014300,1210003500,514.2247827
1210014300,1210014200,514.2247827
1210014300,1210013400,10.0
1210014300,1210013500,468.89887710000005
1210014300,1210012400,468.89887710000005
1210014300,1210014100,468.89887710000005
1210014300,1210008800,468.89887710000005
1210014300,1210015100,10.0
1210014300,1210016700,362.4905796
1210014300,1210015000,362.4905796
1210014300,1210015800,362.4905796
1210014300,1210017100,362.4905796
1210003500,1210003500,0.0
1210003500,1210015200,428.65597479999997
1210003500,1210003800,428.65597479999997
1210003500,1210014200,10.0
1210003500,1210014300,514.2247827
1210003500,1210013400,514.2247827
1210003500,1210015100,514.2247827
1210015200,1210015200,0.0
1210015200,1210015500,114.4386368
1210015200,1210015300,114.4386368
1210015200,1210016500,114.4386368
1210015200,1210003800,10.0
1210015200,1210003500,428.65597479999997
1210015200,1210014200,428.65597479999997
1210015500,1210015500,0.0
